matrices:,md5,md6,md7,md8,md9,md10,md11,md20,md21,md22,md23,md24,md25,md31,md32,md33,md34,md35,md36,md37,md38,md39,md40,md41,md42,md43,md44,md45,md46,md47,md48,md49,md50,md51,md52,mo915,mo916,mo917,mo918,mo919,mo920,mo921,mo922,mo923,mo924,mo925,mo926
name:,Con11,FIRE11,TCWh11,Ret11,Bus11,AcIn11,HeEd11,PpTt11,Pp2_11,Pp3_11,PSEn11,HhLwIn,HhMdIn,aWkL,aWkM,aWkH,aNw,aUv,aSc,aSh,aPB,aSo,aEc,aNo,aWkLf,aWkMf,aWkHf,aNwf,aUvnf,aScf,aShf,aPBf,aSof,aEcf,aNof,p2-10f,p2-20f,p2-30f,p2-11f,p2-21f,p2-31f,p2-12f,p2-22f,p2-32f,p2-13f,p2-23f,p2-33f
description,2011_Const_Mfg,2011_FIRE,2011_TCU_WhSale,2011_Retail,2011_Business_OthServ,2011_Accom_Fd_Info,2011_Health_Ed_PubAd,2011_total_population,2011_Pop 5to12,2011_Pop_13to17,PostSec 2011 FT Enrl,Household Low Income,Household Medium Income,AttracWkL,AttracWkM,AttracWkH,AttracNw,AttracUv,AttracSc,AttracSh,AttracPB,AttracSo,AttracEc,AttracNo,FactoredAttracWkL,FactoredAttracWkM,FactoredAttracWkH,FactoredAttracNw,NOTFactoredAttracUv,FactoredAttracSc,FactoredAttracSh,FactoredAttracPB,FactoredAttracSo,FactoredAttracEc,FactoredAttracNo,FactoredProducUvLA0,FactoredProducUvMA0,FactoredProducUvHA0,FactoredProducUvLA1,FactoredProducUvMA1,FactoredProducUvHA1,FactoredProducUvLA2,FactoredProducUvMA2,FactoredProducUvHA2,FactoredProducUvLA3+,FactoredProducUvMA3+,FactoredProducUvHA3+
7710,278.0,143.0,422.0,80.0,275.0,146.0,355.0,1234.0,88.0,64.0,0.0,121.11447143554688,169.7683563232422,276.09442138671875,1001.0227661132812,742.6102294921875,508.293212890625,34.627044677734375,272.53857421875,341.5262756347656,352.6633605957031,522.716796875,372.5476989746094,460.94732666015625,276.9671325683594,1004.177978515625,746.1339111328125,511.6551208496094,34.627044677734375,272.49627685546875,345.124267578125,356.7926940917969,527.94970703125,372.61810302734375,464.0624084472656,3.0456528663635254,0.8204103112220764,0.1199103370308876,16.62242317199707,10.924887657165527,3.5302114486694336,18.024303436279297,28.09370231628418,25.65541648864746,7.052774906158447,12.957085609436035,16.924819946289062
7720,164.0,74.0,32.0,129.0,279.0,154.0,690.0,15586.0,1899.0,1600.0,0.0,1175.219970703125,1643.672607421875,247.71453857421875,956.2890014648438,555.8146362304688,992.907470703125,67.30327606201172,5352.9208984375,1132.65283203125,1168.6527099609375,2761.99609375,4286.44873046875,2379.654296875,248.49755859375,959.30322265625,558.4519653320312,999.4746704101562,67.30327606201172,5352.08984375,1144.5853271484375,1182.33642578125,2789.646240234375,4287.2587890625,2395.73583984375,33.02384567260742,9.285184860229492,1.403213381767273,173.01368713378906,118.76640319824219,39.68414306640625,164.3603515625,265.4161071777344,249.03366088867188,58.24518585205078,110.66209411621094,148.36306762695312
7730,0.0,0.0,0.0,9.0,137.0,170.0,82.0,3701.0,388.0,298.0,0.0,304.7509765625,423.2110290527344,90.94880676269531,207.3510284423828,120.12354278564453,266.53857421875,7.998359680175781,1042.9151611328125,190.88946533203125,252.81280517578125,740.2789916992188,868.9501342773438,569.3304443359375,91.23628997802734,208.00460815429688,120.69352722167969,268.3014831542969,7.998359680175781,1042.7532958984375,192.90048217773438,255.77297973632812,747.6898803710938,869.1143188476562,573.177978515625,7.914531230926514,2.1383230686187744,0.31418469548225403,42.271949768066406,27.962743759155273,9.096965789794922,43.305049896240234,68.17039489746094,62.74070358276367,16.259052276611328,30.1982421875,39.77826690673828
7740,408.0,154.0,212.0,41.0,147.0,39.0,379.0,3539.0,385.0,381.0,0.0,268.51190185546875,376.1381530761719,230.10983276367188,927.4732666015625,633.832763671875,495.8760681152344,36.9680290222168,1199.9140625,299.4390869140625,403.69366455078125,703.0623168945312,1019.9210815429688,617.9033203125,230.8372039794922,930.3966674804688,636.84033203125,499.15582275390625,36.9680290222168,1199.727783203125,302.59368896484375,408.4205017089844,710.1006469726562,1020.11376953125,622.0791015625,6.8620381355285645,1.8588885068893433,0.2727898061275482,37.24694061279297,24.62409210205078,7.9895830154418945,39.47172927856445,61.81730270385742,56.630252838134766,15.385501861572266,28.389421463012695,37.18913650512695
7750,65.0,0.0,20.0,4.0,11.0,1.0,24.0,566.0,40.0,42.0,0.0,68.35551452636719,95.79425811767578,21.257753372192383,89.13140869140625,43.61644744873047,46.53969192504883,2.3409833908081055,126.4107666015625,38.66129684448242,40.27181625366211,94.49847412109375,102.41500854492188,82.57839965820312,21.324947357177734,89.412353515625,43.82340621948242,46.847511291503906,2.3409833908081055,126.39114379882812,39.0685920715332,40.74335861206055,95.44449615478516,102.43435668945312,83.13645935058594,1.6806381940841675,0.44886666536331177,0.06523052603006363,9.237817764282227,6.020234107971191,1.9344894886016846,10.28608226776123,15.92437744140625,14.476897239685059,4.081742763519287,7.452691078186035,9.69331169128418
7760,100.0,322.0,109.0,690.0,720.0,654.0,576.0,11300.0,1160.0,791.0,0.0,911.82080078125,1246.9693603515625,524.6351318359375,1665.64599609375,1107.7371826171875,1638.3348388671875,56.18360137939453,3008.263671875,2973.7744140625,1487.77392578125,3367.4638671875,2895.091796875,3166.001708984375,526.29345703125,1670.8961181640625,1112.993408203125,1649.1708984375,56.18360137939453,3007.796875,3005.10302734375,1505.1942138671875,3401.17529296875,2895.638916015625,3187.3974609375,29.341554641723633,8.569162368774414,1.3440426588058472,142.1612548828125,102.30461883544922,35.611289978027344,106.55255889892578,180.87515258789062,176.36190795898438,33.24981689453125,66.45866394042969,92.64107513427734
7770,330.0,45.0,114.0,277.0,274.0,169.0,512.0,9590.0,938.0,688.0,0.0,844.5706176757812,1161.0269775390625,264.6505126953125,1032.649658203125,588.0142822265625,865.6588134765625,49.94097900390625,2511.07568359375,1410.1241455078125,929.4307250976562,2061.44384765625,2171.978515625,1904.4884033203125,265.487060546875,1035.904541015625,590.804443359375,871.3843383789062,49.94097900390625,2510.68603515625,1424.9798583984375,940.3134155273438,2082.080810546875,2172.388916015625,1917.35888671875,27.866046905517578,8.271198272705078,1.3115510940551758,134.44265747070312,98.13179016113281,34.50149154663086,98.99693298339844,169.55931091308594,166.5023651123047,30.185068130493164,60.804443359375,85.31985473632812
7780,316.0,52.0,926.0,378.0,268.0,238.0,299.0,7087.0,719.0,570.0,0.0,584.4837036132812,814.8314819335938,329.7075500488281,1214.971923828125,711.45263671875,805.3590698242188,29.164751052856445,1977.4827880859375,1667.48583984375,801.4095458984375,1849.6881103515625,1784.588623046875,1780.0003662109375,330.7497253417969,1218.801513671875,714.8284912109375,810.685791015625,29.164751052856445,1977.1759033203125,1685.0528564453125,810.793212890625,1868.2052001953125,1784.92578125,1792.029541015625,16.202817916870117,4.515757083892822,0.6793686747550964,84.85862731933594,57.80331802368164,19.239437103271484,82.0798568725586,131.96946716308594,123.58659362792969,28.581933975219727,54.1334342956543,72.49577331542969
7790,43.0,99.0,20.0,35.0,196.0,72.0,206.0,5277.0,511.0,371.0,0.0,422.8008117675781,573.9833984375,122.11408996582031,430.2799377441406,294.33184814453125,423.04119873046875,20.093441009521484,1353.2686767578125,352.1755676269531,391.4326477050781,936.4813232421875,1104.3148193359375,792.0764770507812,122.50008392333984,431.6361999511719,295.72845458984375,425.8392333984375,20.093441009521484,1353.05859375,355.8857421875,396.01593017578125,945.8563842773438,1104.5234375,797.4293212890625,16.358348846435547,5.097717761993408,0.8385500907897949,70.4405746459961,54.28611755371094,19.84314727783203,40.587806701660156,73.16752624511719,74.34146881103516,12.569194793701172,26.598451614379883,38.55527114868164
7800,4202.0,114.0,2886.0,486.0,1304.0,52.0,87.0,52.0,4.0,2.0,0.0,4.215728282928467,5.914068222045898,1480.341552734375,5930.31591796875,3653.2861328125,2020.6392822265625,8.486064910888672,19.740928649902344,1756.131591796875,503.7432556152344,734.1609497070312,235.91477966308594,994.3545532226562,1485.0208740234375,5949.00830078125,3670.62109375,2034.0040283203125,8.486064910888672,19.737865447998047,1774.6324462890625,509.6415710449219,741.5106201171875,235.9593505859375,1001.0744018554688,0.14196644723415375,0.041402168571949005,0.00625631446018815,0.6659762263298035,0.47422176599502563,0.15824276208877563,0.5079317688941956,0.8510036468505859,0.8012493848800659,0.2074865698814392,0.4059535562992096,0.5460889935493469
7810,323.0,0.0,50.0,38.0,53.0,8.0,29.0,1341.0,110.0,112.0,0.0,124.66157531738281,174.66085815429688,90.12189483642578,370.08477783203125,189.63446044921875,172.63363647460938,2.828688144683838,337.80633544921875,194.5339813232422,104.69841003417969,260.8029479980469,277.567138671875,247.06216430664062,90.40676879882812,371.25128173828125,190.53427124023438,173.77545166015625,2.828688144683838,337.75390625,196.58340454101562,105.92432403564453,263.4138488769531,277.6195983886719,248.7318115234375,3.054243326187134,0.8137101531028748,0.11793571710586548,16.78713035583496,10.918797492980957,3.4982736110687256,18.718135833740234,28.970108032226562,26.304466247558594,7.401247978210449,13.512787818908691,17.563133239746094
7820,89.0,0.0,5.0,0.0,21.0,0.0,38.0,344.0,29.0,25.0,0.0,27.530532836914062,38.432403564453125,28.57697868347168,119.96563720703125,73.77448272705078,52.14360046386719,3.706557035446167,85.97776794433594,14.723843574523926,35.57697296142578,59.472068786621094,73.50021362304688,50.74983596801758,28.667308807373047,120.3437728881836,74.12454223632812,52.48848342895508,3.706557035446167,85.96442413330078,14.878959655761719,35.9935417175293,60.067440032958984,73.51409912109375,51.092803955078125,0.6817376613616943,0.1809832602739334,0.026119079440832138,3.7211055755615234,2.4127330780029297,0.770879328250885,4.06817102432251,6.295773506164551,5.709564685821533,1.62394380569458,2.964214324951172,3.849928617477417
7830,368.0,0.0,69.0,25.0,232.0,107.0,87.0,3818.0,458.0,288.0,0.0,290.10614013671875,406.404296875,176.88417053222656,611.3820190429688,362.0814514160156,395.0117492675781,8.486064910888672,1133.8648681640625,253.6390380859375,264.43756103515625,716.6527099609375,920.8787231445312,584.7100830078125,177.44329833984375,613.30908203125,363.7995300292969,397.6243896484375,8.486064910888672,1133.6888427734375,256.3111267089844,267.5338439941406,723.8270874023438,921.052734375,588.6615600585938,7.244645595550537,1.944326400756836,0.2837027609348297,39.54719161987305,25.895334243774414,8.356193542480469,43.598323822021484,67.79597473144531,61.88347625732422,16.74100112915039,30.70366668701172,40.10822677612305
7840,280.0,14.0,76.0,39.0,195.0,190.0,308.0,6412.0,533.0,508.0,0.0,588.565185546875,821.1771240234375,207.271484375,695.9200439453125,402.36004638671875,532.296630859375,30.042619705200195,1605.2083740234375,415.191162109375,515.1661987304688,1250.7884521484375,1362.97216796875,1019.7739868164062,207.92666625976562,698.1135864257812,404.2692565917969,535.8172607421875,30.042619705200195,1604.959228515625,419.5652160644531,521.1982421875,1263.31005859375,1363.229736328125,1026.6656494140625,14.483217239379883,3.8475449085235596,0.5575119853019714,79.10453033447266,51.36135482788086,16.468870162963867,87.48490905761719,135.45269775390625,123.16556549072266,34.06550979614258,62.26483154296875,81.0723876953125
7850,29.0,27.0,0.0,21.0,29.0,85.0,0.0,1309.0,101.0,123.0,0.0,110.548095703125,154.9653778076172,43.661460876464844,97.05303955078125,46.69947814941406,114.49141693115234,0.0,337.2483215332031,131.81370544433594,93.32938385009766,303.4234313964844,292.68035888671875,241.22903442382812,43.79947280883789,97.35895538330078,46.92106628417969,115.24867248535156,0.0,337.19598388671875,133.20236206054688,94.42217254638672,306.46099853515625,292.73565673828125,242.8592529296875,2.919985055923462,0.8022859692573547,0.11900776624679565,15.683953285217285,10.51287841796875,3.447145700454712,16.05347442626953,25.405122756958008,23.46318244934082,6.071560859680176,11.312504768371582,14.932920455932617
7860,91.0,25.0,59.0,27.0,66.0,37.0,77.0,5848.0,766.0,338.0,0.0,469.0542907714844,657.2723388671875,65.05311584472656,236.87770080566406,83.99102783203125,291.5327453613281,7.510654926300049,1671.629150390625,347.74456787109375,322.33349609375,940.7703247070312,1296.8489990234375,797.8894653320312,65.25874328613281,237.6243438720703,84.38956451416016,293.4609680175781,7.510654926300049,1671.3697509765625,351.4080505371094,326.1076965332031,950.1883544921875,1297.093994140625,803.2815551757812,12.516317367553711,3.4520702362060547,0.5140628218650818,66.87279510498047,44.99830627441406,14.812435150146484,68.11670684814453,108.17859649658203,100.27837371826172,24.950960159301758,46.664913177490234,61.844482421875
7870,1686.0,233.0,577.0,103.0,882.0,216.0,424.0,3336.0,322.0,259.0,0.0,305.4056701660156,426.146728515625,766.2648315429688,2866.1962890625,1920.680908203125,1324.86181640625,41.35737228393555,926.9215087890625,514.4996337890625,556.5120239257812,946.146484375,914.7119140625,811.2357788085938,768.6869506835938,2875.23046875,1929.7945556640625,1333.62451171875,41.35737228393555,926.7776489257812,519.9198608398438,563.0281982421875,955.6183471679688,914.884765625,816.7180786132812,7.444633960723877,1.970281720161438,0.2844550311565399,40.824493408203125,26.410320281982422,8.437182426452637,45.35102844238281,70.01219940185547,63.46318435668945,18.0765380859375,32.94130325317383,42.755680084228516
7880,287.0,0.0,46.0,49.0,46.0,8.0,0.0,295.0,27.0,24.0,797.0,29.058170318603516,40.665470123291016,76.95819854736328,316.03594970703125,168.03201293945312,127.11576843261719,962.76806640625,76.78421783447266,189.46067810058594,52.70304489135742,116.58808898925781,78.89051818847656,134.65518188476562,77.20146179199219,317.0321044921875,168.82933044433594,127.9565200805664,962.76806640625,76.77230072021484,191.45664978027344,53.32014465332031,117.7552490234375,78.90542602539062,135.565185546875,0.7123439311981201,0.18950097262859344,0.027453575283288956,3.9118213653564453,2.5396554470062256,0.8140372633934021,4.371485710144043,6.7544074058532715,6.131876468658447,1.73392653465271,3.160536050796509,4.1065993309021
7890,777.0,66.0,716.0,151.0,212.0,264.0,219.0,9875.0,1186.0,674.0,0.0,885.2178344726562,1239.3270263671875,396.2239990234375,1399.100830078125,734.1536865234375,845.1162109375,21.361473083496094,2827.319091796875,967.6063232421875,718.5335693359375,1955.1353759765625,2328.728759765625,1671.91455078125,397.4764404296875,1403.5108642578125,737.6372680664062,850.7058715820312,21.361473083496094,2826.88037109375,977.800048828125,726.9468383789062,1974.7081298828125,2329.168701171875,1683.2132568359375,25.74164581298828,7.351885795593262,1.125237226486206,133.20263671875,92.82502746582031,31.40581703186035,122.6491470336914,200.34719848632812,189.86219787597656,41.38173294067383,79.4945068359375,107.62612915039062
7900,642.0,59.0,124.0,152.0,169.0,109.0,350.0,14939.0,1474.0,916.0,0.0,1457.97314453125,2012.7799072265625,273.0560302734375,1078.770263671875,441.9659118652344,923.4732055664062,34.139339447021484,3641.3955078125,1187.9638671875,964.7857666015625,2567.96533203125,2913.298583984375,2242.737060546875,273.9191589355469,1082.1705322265625,444.06304931640625,929.5811157226562,34.139339447021484,3640.830322265625,1200.4791259765625,976.0823974609375,2593.673095703125,2913.84912109375,2257.893310546875,39.28471755981445,10.712376594543457,1.5902787446975708,205.4844512939453,137.45738220214844,45.22831726074219,200.8840789794922,319.9834289550781,297.65277099609375,70.83386993408203,133.21083068847656,177.4244842529297
7910,1072.0,139.0,348.0,680.0,567.0,262.0,240.0,8498.0,833.0,697.0,0.0,783.5269165039062,1095.169189453125,518.5347900390625,2006.95654296875,1107.578857421875,1375.2818603515625,23.409833908081055,2333.064453125,2817.7548828125,1079.939208984375,2468.87939453125,2159.142822265625,2534.05908203125,520.173828125,2013.282470703125,1112.8343505859375,1384.3780517578125,23.409833908081055,2332.702392578125,2847.43994140625,1092.584228515625,2493.59521484375,2159.55078125,2551.18408203125,22.225786209106445,6.271888256072998,0.9511651992797852,115.92593383789062,79.88092041015625,26.787445068359375,109.03245544433594,176.63983154296875,166.2374725341797,38.019229888916016,72.47122955322266,97.45500946044922
7920,454.0,76.0,350.0,173.0,277.0,51.0,341.0,6052.0,734.0,548.0,0.0,525.9674072265625,734.6243286132812,262.3223571777344,1070.7054443359375,655.9247436523438,670.58056640625,33.261470794677734,1972.1129150390625,883.3696899414062,592.4095458984375,1247.072265625,1644.31103515625,1175.2430419921875,263.15155029296875,1074.080322265625,659.037109375,675.015869140625,33.261470794677734,1971.8067626953125,892.6759643554688,599.3460693359375,1259.556640625,1644.6217041015625,1183.185302734375,14.604525566101074,4.08125638961792,0.6149708032608032,76.5861587524414,52.273807525634766,17.41948699951172,74.32373046875,119.58749389648438,112.06040954589844,25.7824649810791,48.855045318603516,65.46009063720703
7930,655.0,210.0,235.0,266.0,565.0,649.0,532.0,5983.0,512.0,382.0,0.0,595.7811279296875,794.7996826171875,588.7760009765625,1842.61572265625,1234.082763671875,1234.689208984375,51.89179992675781,1411.4578857421875,1216.040283203125,914.3310546875,2011.27294921875,1526.107666015625,1686.7918701171875,590.6370849609375,1848.4237060546875,1239.9384765625,1242.8555908203125,51.89179992675781,1411.23876953125,1228.851318359375,925.0369262695312,2031.40771484375,1526.39599609375,1698.191162109375,15.74888801574707,4.105001449584961,0.5948594212532043,79.66271209716797,51.586753845214844,16.6715145111084,72.78067779541016,115.10432434082031,106.54439544677734,25.218191146850586,47.41578674316406,63.093345642089844
8000,65.0,41.0,0.0,26.0,169.0,244.0,146.0,3537.0,310.0,287.0,0.0,253.78912353515625,470.2028503417969,118.80360412597656,312.25628662109375,211.8699951171875,307.49053955078125,0.0,998.1339111328125,286.583251953125,410.4700622558594,1484.0057373046875,1052.17578125,702.7430419921875,119.17913818359375,313.2405090332031,212.8753204345703,309.5243225097656,0.0,997.97900390625,289.6024169921875,415.2762451171875,1498.862060546875,1052.3746337890625,707.4921875,1.7702045440673828,1.2170236110687256,0.5070819854736328,12.118779182434082,19.5483455657959,16.986146926879883,9.607571601867676,36.73948669433594,52.691165924072266,2.4229812622070312,11.355340957641602,22.946487426757812
8010,97.0,12.0,0.0,39.0,105.0,225.0,48.0,3046.0,304.0,275.0,0.0,242.72540283203125,430.9785461425781,84.2587661743164,171.8306884765625,115.33293151855469,215.43209838867188,0.0,955.4978637695312,303.42816162109375,301.818359375,1275.9635009765625,938.2907104492188,564.1236572265625,84.52510070800781,172.37229919433594,115.88018798828125,216.8569793701172,0.0,955.3495483398438,306.6247863769531,305.35235595703125,1288.737060546875,938.468017578125,567.9359741210938,1.4631593227386475,0.9705525636672974,0.39443346858024597,9.993825912475586,15.670297622680664,13.313627243041992,8.39185619354248,31.254045486450195,43.99211120605469,2.2904672622680664,10.473236083984375,20.786638259887695
8020,62.0,63.0,17.0,127.0,115.0,234.0,146.0,3806.0,343.0,323.0,0.0,280.1067199707031,519.4168090820312,126.26744079589844,294.6978759765625,207.9907684326172,364.8774719238281,0.0,1111.2349853515625,645.98779296875,464.04522705078125,1485.774658203125,1189.831298828125,1043.9342041015625,126.66656494140625,295.62677001953125,208.97769165039062,367.2908020019531,0.0,1111.0625,652.7932739257812,469.4787292480469,1500.648681640625,1190.05615234375,1050.9891357421875,1.9830764532089233,1.370998501777649,0.5728676319122314,13.525636672973633,21.939712524414062,19.12017822265625,10.514006614685059,40.42610549926758,58.13047409057617,2.6381113529205322,12.43250560760498,25.18712615966797
8030,55.0,116.0,52.0,229.0,297.0,208.0,682.0,6697.0,678.0,633.0,0.0,491.613525390625,896.602294921875,308.5836486816406,926.01025390625,635.2217407226562,869.6282348632812,0.0,2240.3056640625,1155.534912109375,1070.857177734375,2238.66162109375,2551.0888671875,2354.217529296875,309.55908203125,928.9290771484375,638.2359008789062,875.3800048828125,0.0,2239.9580078125,1167.70849609375,1083.3958740234375,2261.07275390625,2551.57080078125,2370.127197265625,3.317767381668091,2.2692410945892334,0.9411814212799072,22.550561904907227,36.293724060058594,31.42668342590332,17.762197494506836,67.81424713134766,97.0047607421875,4.546050548553467,21.29143714904785,42.92057418823242
8040,0.0,0.0,0.0,38.0,167.0,38.0,0.0,2445.0,179.0,169.0,0.0,178.44683837890625,331.3414001464844,36.26248550415039,136.3882598876953,103.89850616455078,189.94448852539062,0.0,570.4231567382812,266.38543701171875,121.30902862548828,671.8280639648438,495.3341979980469,427.79168701171875,36.37710952758789,136.8181610107422,104.3915023803711,191.2008056640625,0.0,570.3345947265625,269.1918029785156,122.72943115234375,678.5537109375,495.42779541015625,430.68267822265625,1.2539641857147217,0.8633112907409668,0.3602089285850525,8.589035987854004,13.86699390411377,12.06557559967041,6.790975093841553,25.99073028564453,37.31665802001953,1.7094241380691528,8.015707969665527,16.214258193969727
8050,37.0,77.0,70.0,150.0,136.0,128.0,133.0,3237.0,214.0,161.0,0.0,298.5893249511719,505.61712646484375,112.22846984863281,333.5748596191406,270.4433898925781,379.77874755859375,0.0,632.5012817382812,692.561767578125,379.10491943359375,1094.8505859375,753.9610595703125,1025.8087158203125,112.58322143554688,334.62628173828125,271.7266540527344,382.2906494140625,0.0,632.4031372070312,699.85791015625,383.5438537597656,1105.81103515625,754.103515625,1032.7410888671875,2.924102306365967,2.007873296737671,0.8737789988517761,16.692617416381836,26.37413215637207,24.16446304321289,8.475820541381836,32.646881103515625,49.087127685546875,2.2112743854522705,11.517516136169434,24.195127487182617
8060,350.0,433.0,313.0,1761.0,955.0,763.0,312.0,7124.0,620.0,470.0,35.0,634.0819091796875,1065.5076904296875,709.2947998046875,1697.9083251953125,1388.013671875,2023.981201171875,283.9124755859375,1828.476318359375,6402.65234375,1881.7362060546875,4010.034912109375,3016.51123046875,6627.162109375,711.536865234375,1703.2601318359375,1394.599853515625,2037.3680419921875,283.9124755859375,1828.1925048828125,6470.1044921875,1903.7694091796875,4050.17919921875,3017.081298828125,6671.9482421875,5.760920524597168,3.8716204166412354,1.665043592453003,34.02885055541992,52.65311050415039,47.683998107910156,18.414112091064453,69.45370483398438,103.37976837158203,4.832176208496094,24.64784812927246,51.28083038330078
8070,140.0,731.0,30.0,771.0,771.0,891.0,1166.0,7981.0,506.0,534.0,0.0,794.3820190429688,1269.658447265625,786.5280151367188,2217.58740234375,1533.1026611328125,1843.373046875,0.0,1860.9495849609375,3075.29248046875,2250.39453125,4683.552734375,3263.040283203125,4734.6474609375,789.0142211914062,2224.5771484375,1540.377197265625,1855.5653076171875,0.0,1860.6607666015625,3107.690673828125,2276.744384765625,4730.439453125,3263.65673828125,4766.64404296875,7.280343055725098,5.037714004516602,2.1993136405944824,39.170318603515625,63.10319900512695,58.3750114440918,17.58173179626465,69.28153228759766,105.44264221191406,4.426983833312988,23.75020980834961,50.55502700805664
8080,327.0,133.0,0.0,70.0,187.0,245.0,680.0,8297.0,483.0,397.0,0.0,820.080078125,1304.037841796875,323.6769104003906,926.515380859375,582.448974609375,796.80517578125,0.0,1533.5650634765625,702.977783203125,1062.72607421875,2606.125732421875,1921.356201171875,2073.241943359375,324.7000427246094,929.435791015625,585.2127075195312,802.0753173828125,0.0,1533.3270263671875,710.3836669921875,1075.1695556640625,2632.215576171875,1921.71923828125,2087.2529296875,7.869961261749268,5.5906596183776855,2.483715534210205,40.98379898071289,67.93384552001953,64.06974792480469,16.85761260986328,68.47268676757812,106.1798324584961,3.8798210620880127,21.539674758911133,46.760372161865234
8090,74.0,23.0,0.0,56.0,73.0,167.0,265.0,4410.0,299.0,278.0,0.0,370.03887939453125,630.9951782226562,126.68592834472656,316.4267578125,197.93362426757812,363.3784484863281,0.0,981.296142578125,437.720703125,511.3938903808594,1442.9061279296875,1107.43603515625,1045.517822265625,127.08638000488281,317.42413330078125,198.87281799316406,365.7818603515625,0.0,981.1438598632812,442.33209228515625,517.3817749023438,1457.3509521484375,1107.645263671875,1052.5833740234375,3.6749093532562256,2.5289852619171143,1.1029562950134277,21.03326988220215,33.25754928588867,30.524219512939453,10.803716659545898,41.63942337036133,62.698097229003906,2.751901388168335,14.343170166015625,30.17928123474121
8100,0.0,0.0,0.0,4.0,45.0,90.0,73.0,111.0,9.0,5.0,0.0,6.644381999969482,12.083381652832031,38.8123779296875,94.2332763671875,61.79956817626953,55.318809509277344,0.0,32.72959899902344,19.849464416503906,127.57588195800781,304.8643798828125,132.1151885986328,112.28264617919922,38.935062408447266,94.53030395507812,62.09280776977539,55.6846923828125,0.0,32.724517822265625,20.058578491210938,129.06967163085938,307.9163513183594,132.14015197753906,113.04145050048828,0.0387459471821785,0.025456851348280907,0.010187318548560143,0.27350443601608276,0.4235578775405884,0.353059858083725,0.25164076685905457,0.9231662154197693,1.2766950130462646,0.0716017633676529,0.3225133717060089,0.6295501589775085
8110,253.0,194.0,81.0,83.0,372.0,292.0,310.0,7364.0,736.0,420.0,0.0,493.9479675292969,918.845458984375,262.45404052734375,853.2512817382812,628.0382080078125,737.2713623046875,0.0,1936.39208984375,695.0873413085938,738.4459228515625,2524.712890625,1984.878662109375,1557.901611328125,263.28363037109375,855.9407348632812,631.0182495117188,742.1477661132812,0.0,1936.091552734375,702.4100952148438,747.0923461914062,2549.98779296875,1985.253662109375,1568.429931640625,3.6604177951812744,2.5714433193206787,1.0845836400985718,24.67273712158203,40.66273498535156,35.781673431396484,18.16265106201172,70.9442138671875,102.90251922607422,4.441569805145264,21.272811889648438,43.46368408203125
8120,509.0,65.0,109.0,518.0,237.0,318.0,257.0,6218.0,541.0,550.0,0.0,383.26007080078125,655.4199829101562,318.09429931640625,713.552978515625,520.3012084960938,799.6112670898438,0.0,1822.745849609375,2114.04931640625,891.798583984375,2284.471435546875,2092.04833984375,2670.57470703125,319.09979248046875,715.8021240234375,522.77001953125,804.8999633789062,0.0,1822.462890625,2136.32080078125,902.2406616210938,2307.341064453125,2092.443603515625,2688.622314453125,2.2731752395629883,1.5223376750946045,0.6209732294082642,14.843481063842773,23.6871395111084,20.282800674438477,11.370352745056152,43.19056701660156,61.343387603759766,2.9340171813964844,13.75330638885498,27.559490203857422
