Zone,250C11,500C11,WrPr11,OtPk11,BkSc11
Zone,2011_250m_car_share,2011_500m_car_share,2011_work_parking,2011_nonwork_parking,2011_bike_score
5510,0,0,0.25,0.2,1
5520,0,0,0.25,0.2,3
5530,0,0,0.25,0.2,3
5540,0,0,0,0.15,4
5550,0,0,0.25,0.2,3
5560,0,0,0.25,0.2,1
5570,0,0,0.2,0.15,3
5580,0,0,0,0,3
5590,0,0,0.2,0.15,1
5600,0,0,0,0,3
5610,0,0,0.25,0.2,3
5620,0,0,0.2,0.15,3
5630,0,0,0.2,0.15,3
5640,0,0,0.2,0.15,3
5650,0,0,0,0,3
5700,0,0,0.15,0.1,3
5710,0,0,0.15,0.1,2
5720,0,0,0.15,0.1,3
5730,0,0,0.15,0.1,3
5740,0,0,0,0,3
5800,0,0,0.15,0.1,3
5810,0,0,0.15,0.1,3
5820,0,0,0.15,0.1,3
5830,0,0,0.15,0.1,3
5840,0,0,0.15,0.1,3
5850,0,0,0.15,0.1,3
5860,0,0,0.15,0.1,3
5870,0,0,0,0,2
5880,0,0,0.15,0.1,2
5890,0,0,0.15,0.1,2
5900,0,0,0.15,0,2
5910,0,0,0.15,0.1,2
5920,0,0,0.15,0.1,2
5930,0,0,0,0.1,2
5940,0,0,0,0,2
5950,0,0,0,0.1,2
5960,0,0,0.15,0.1,2
6000,0,0,0.1,0.25,2
6010,0,0,0.2,0.1,2
6020,0,0,0.2,0.1,3
6030,0,0,0,0,3
6040,0,0,0.2,0.1,3
6050,0,0,0.2,0.1,3
6060,0,0,0.2,0.1,3
6070,0,0,0.2,0.1,3
6080,0,0,0.2,0.1,3
6090,0,0,0.2,0.1,3
6100,0,0,0.2,0.1,3
6110,0,0,0.2,0.15,3
6120,0,0,0.2,0.15,3
6130,0,0,0.2,0.15,3
6140,0,0,0.2,0.1,3
6150,0,0,0.2,0.1,3
6160,0,0,0.2,0.1,3
6170,0,0,0,0.1,4
6180,0,0,0.2,0.15,3
6190,0,0,0.2,0.15,4
6200,0,0,0.2,0.15,4
6210,0,0,0.2,0.15,3
6220,0,0,0.2,0.15,3
6230,0,0,0.2,0.15,3
6240,0,0,0.2,0.15,3
6250,0,0,0.2,0.15,3
6260,0,0,0.2,0.1,3
6270,0,0,0,0.1,3
6280,0,0,0.2,0.1,3
6290,0,0,0.2,0.15,4
6300,0,0,0.2,0.15,4
6310,0,0,0.2,0.15,3
6320,0,0,0.2,0.15,4
6330,0,0,0.2,0.15,4
6340,0,0,0.2,0.15,4
6350,0,0,0.2,0.15,3
6360,0,0,0.2,0.15,3
6370,0,0,0,0,3
6380,0,0,0.2,0.1,3
6390,0,0,0,0.1,1
6400,0,0,0.2,0.1,3
6410,0,0,0.2,0.1,1
6420,0,0,0.2,0.1,1
6430,0,0,0.2,0.1,3
6440,0,0,0.2,0.1,3
6450,0,0,0,0.1,3
6460,0,0,0,0.1,3
6470,0,0,0.2,0.1,2
6480,0,0,0,0,3
6700,0,0,0.2,0.15,3
6710,0,0,0.2,0.15,3
6720,0,0,0.2,0.15,3
6730,0,0,0,0,1
6740,0,0,0.2,0.1,2
6750,0,0,0,0,3
6760,0,0,0,0,3
6770,0,0,0.2,0.1,3
6780,0,0,0,0.1,3
6790,0,0,0.2,0.1,3
6800,0,0,0,0.1,3
6810,0,0,0,0.1,3
6900,0,0,0.2,0,3
6910,0,0,0,0,3
6920,0,0,0.2,0.1,3
6930,0,0,0.2,0.1,3
6940,0,0,0,0.1,3
6950,0,0,0,0.1,1
7000,0,0,0.2,0.15,3
7010,0,0,0.2,0.15,3
7020,0,0,0.2,0.15,3
7030,0,0,0.2,0.15,3
7040,0,0,0.2,0.15,3
7050,0,0,0,0.15,3
7060,0,0,0.2,0.15,4
7070,0,0,0.2,0.15,4
7080,0,0,0.2,0.15,3
7100,0,0,0,0,3
7110,0,0,0,0.15,3
7120,0,0,0.3,0,3
7130,0,0,0.2,0.15,3
7140,0,0,0,0.15,3
7150,0,1,0.3,0.15,3
7160,1,1,0.3,0.15,4
7170,0,1,0.3,0,4
7180,1,1,0.3,0.15,4
7190,0,0,0.3,0.15,3
7200,0,0,0.3,0.15,4
7210,0,0,0.3,0.15,4
7220,0,1,0.3,0.15,3
7230,0,0,0.3,0.15,3
7240,0,0,0.3,0.15,3
7250,0,1,0.3,0.15,4
7260,0,0,0.3,0,3
7270,0,0,0.3,0.15,4
7280,0,0,0.3,0,4
7290,0,0,0.3,0.15,3
7300,0,0,0.3,0.15,3
7310,0,0,0.3,0,3
7320,0,0,0.3,0,3
7330,0,0,0.3,0.15,3
7340,0,0,0.3,0.15,3
7350,0,0,0.3,0.15,3
7360,0,0,0.3,0.15,3
7370,0,0,0.3,0.15,3
7380,0,0,0,0.15,3
7390,0,0,0.2,0.15,3
7400,0,0,0,0.15,3
7410,0,0,0.2,0.15,3
7420,0,0,0.2,0.15,3
7430,0,0,0.2,0.15,3
7440,0,0,0.2,0.15,3
7450,0,0,0.3,0.15,3
7460,0,0,0.2,0.15,3
7470,0,0,0.3,0.15,3
7480,0,0,0.3,0.15,3
7490,0,0,0,0.15,3
7500,0,0,0.3,0.15,4
7510,0,0,0.2,0.15,3
7520,0,0,0.2,0.15,3
7530,0,0,0,0.15,3
7540,0,0,0.2,0.15,3
7550,0,0,0.2,0.15,3
7560,0,0,0.2,0.15,3
7570,0,0,0.2,0.15,3
7580,0,0,0.2,0.15,3
7590,0,0,0.2,0,3
7600,0,0,0.3,0.15,4
7610,0,0,0.2,0.15,3
7620,0,0,0.2,0.15,3
7630,0,0,0.2,0.15,3
7640,0,0,0.2,0.15,3
7650,0,0,0.3,0.15,3
7660,0,0,0.3,0.15,3
7670,0,0,0.2,0.15,3
7680,0,0,0.2,0.15,3
7690,0,0,0.2,0.15,3
7700,0,0,0.2,0.15,3
7710,0,0,0.2,0.15,3
7720,0,0,0.3,0.15,3
7730,0,0,0,0.15,3
7740,0,0,0,0.15,3
7750,0,0,0,0,3
7760,0,0,0.3,0.15,3
7770,0,0,0.3,0.15,3
7780,0,0,0.3,0.15,3
7790,0,0,0.3,0.15,3
7800,0,0,0.2,0,3
7810,0,0,0.2,0.15,3
7820,0,0,0,0,2
7830,0,0,0.2,0.15,2
7840,0,0,0.2,0.15,2
7850,0,0,0,0,2
7860,0,0,0.2,0.15,3
7870,0,0,0.2,0.15,3
7880,0,0,0.3,0,3
7890,0,0,0.2,0.15,3
7900,0,0,0.2,0.15,1
7910,0,0,0.3,0.15,3
7920,0,0,0.3,0.15,3
7930,0,0,0.3,0.15,5
8000,0,0,0.2,0.1,3
8010,0,0,0.2,0.1,3
8020,0,0,0.2,0.1,3
8030,0,0,0.2,0.1,3
8040,0,0,0,0.1,3
8050,0,0,0.2,0.1,4
8060,0,0,0.2,0.1,3
8070,0,0,0.15,0.1,3
8080,0,0,0.15,0.1,4
8090,0,0,0.2,0.1,3
8100,0,0,0,0,3
8110,0,0,0.2,0.1,2
8120,0,0,0.2,0.1,2
8130,0,0,0,0.1,2
8140,0,0,0.2,0.1,2
8150,0,0,0.2,0,2
8160,0,0,0,0.1,3
8170,0,0,0,0.1,2
8180,0,0,0,0.1,3
8200,0,0,0.2,0.1,3
8210,0,0,0.15,0.1,3
8220,0,0,0.15,0.1,3
8300,0,0,0.15,0.15,2
8310,0,0,0.15,0.15,2
8320,0,0,0.15,0.15,3
8330,0,0,0.15,0.15,3
8340,0,0,0.15,0.2,3
8350,0,0,0.15,0.15,3
8360,0,0,0.15,0.15,3
8370,0,0,0.15,0.15,3
8400,0,0,0.15,0.2,3
8410,0,0,0,0,2
8420,0,0,0.15,0.2,2
8430,0,0,0.15,0.2,2
8440,0,0,0.15,0.2,2
8450,0,0,0.15,0.2,2
8460,0,0,0,0,2
8470,0,0,0.15,0.2,2
8480,0,0,0.15,0.2,2
8490,0,0,0.15,0.2,2
8500,0,0,0,0,2
8510,0,0,0.15,0.2,1
8520,0,0,0.15,0.15,3
8530,0,0,0.15,0.15,3
8540,0,0,0.15,0.15,2
8550,0,0,0.15,0.15,2
8560,0,0,0.15,0.15,1
8570,0,0,0.15,0.15,1
8580,0,0,0.15,0.2,1
8590,0,0,0.15,0.2,2
8600,0,0,0.15,0.2,2
8610,0,0,0.15,0.2,3
8620,0,0,0.15,0.2,3
8630,0,0,0.15,0.2,2
8640,0,0,0,0,2
8650,0,0,0.15,0.2,2
8660,0,0,0.15,0.2,2
8670,0,0,0.15,0.2,2
8680,0,0,0.15,0.2,2
8690,0,0,0.15,0.2,2
8700,0,0,0.15,0.2,2
8710,0,0,0,0,1
8720,0,0,0,0,2
8730,0,0,0.15,0.2,1
8740,0,0,0,0,2
8750,0,0,0,0,2
8760,0,0,0,0,2
8770,0,0,0,0,2
8780,0,0,0.15,0.2,2
8790,0,0,0.15,0.2,2
8800,0,0,0,0,2
8810,0,0,0,0,2
8820,0,0,0,0,2
8830,0,0,0.15,0.15,2
8840,0,0,0.15,0.15,2
9000,0,0,0.2,0.1,1
9010,0,0,0.2,0.1,1
9020,0,0,0,0,1
9030,0,0,0,0,1
9040,0,0,0.2,0.1,2
9050,0,0,0,0,1
9060,0,0,0.2,0.1,2
9070,0,0,0.2,0.1,2
9080,0,0,0.2,0.1,2
9090,0,0,0.2,0.1,1
9100,0,0,0.2,0.1,2
9110,0,0,0.2,0.1,1
9120,0,0,0.2,0.1,1
9130,0,0,0,0,1
9140,0,0,0,0,1
9150,0,0,0.2,0.1,1
9160,0,0,0,0,1
9170,0,0,0,0,1
9180,0,0,0,0,1
9190,0,0,0.2,0.1,1
9200,0,0,0.2,0.1,1
9300,0,0,0.15,0.1,1
9310,0,0,0.15,0.1,1
9320,0,0,0,0,1
9330,0,0,0.15,0.1,1
9340,0,0,0.15,0.1,1
9350,0,0,0.15,0.1,1
9360,0,0,0.15,0.1,1
9370,0,0,0.15,0.1,2
9380,0,0,0.15,0.1,2
9390,0,0,0.15,0.1,2
9400,0,0,0.15,0.1,2
9410,0,0,0,0,2
9420,0,0,0.15,0.1,2
9430,0,0,0.15,0.1,1
9440,0,0,0.15,0.1,1
9450,0,0,0,0,2
9460,0,0,0.15,0.1,1
9470,0,0,0.15,0.1,1
9500,0,0,0.15,0.1,2
9510,0,0,0,0,2
9520,0,0,0.15,0.1,1
9530,0,0,0,0,1
9540,0,0,0.15,0.1,1
9550,0,0,0,0,1
9560,0,0,0.15,0.1,1
9570,0,0,0.15,0.1,1
9600,0,0,0,0,1
9610,0,0,0.15,0.1,1
9620,0,0,0.15,0.1,1
9630,0,0,0,0,1
9640,0,0,0.15,0.1,1
9650,0,0,0.15,0.1,1
9660,0,0,0.15,0.1,1
9670,0,0,0.15,0.1,1
9680,0,0,0.15,0.1,1
9690,0,0,0,0,1
9700,0,0,0.15,0.1,1
9710,0,0,0.15,0.1,1
9720,0,0,0.15,0.1,1
9730,0,0,0,0,1
9740,0,0,0,0,1
9800,0,0,0.15,0.1,1
9810,0,0,0.15,0.1,1
