t matrices
d mo47
a matrix=mo47 AuAc 0 Auto Accessibility
3120 all:3.99895
3130 all:3.40194
3140 all:3.50221
3150 all:2.94438
3160 all:4.16577
3170 all:3.94550
3180 all:3.97073
3190 all:2.85372
3200 all:3.53730
3210 all:1.52660
3220 all:1.41079
3230 all:2.06011
3240 all:1.36035
3250 all:1.94833
3260 all:2.06702
3270 all:1.41456
3280 all:2.26761
3290 all:1.88598
3300 all:2.12219
3310 all:2.77668
3320 all:1.98429
3330 all:1.36771
3340 all:2.00146
3350 all:1.44548
3360 all:1.44454
3370 all:3.18435
3380 all:1.67686
3390 all:1.32261
3400 all:1.31428
3410 all:2.61977
3420 all:2.78541
3430 all:2.86095
3440 all:2.90436
3450 all:6.13193
3460 all:2.54957
3470 all:2.94725
3480 all:2.32487
3490 all:6.00378
3500 all:1.65420
3510 all:1.77827
3520 all:1.52107
3530 all:4.96389
3540 all:1.60258
3550 all:1.91967
3560 all:2.07361
3570 all:1.77515
3580 all:2.81524
3590 all:2.99050
3600 all:2.90534
3610 all:2.07439
3620 all:2.46794
3630 all:2.20905
3640 all:3.25547
3650 all:2.12887
3660 all:2.42312
3670 all:1.89546
3680 all:2.83213
3690 all:3.85933
3700 all:5.28664
3710 all:2.60134
3720 all:2.35677
3730 all:4.55223
3740 all:5.19530
3750 all:2.55234
3760 all:2.33033
3770 all:2.20434
3780 all:3.22283
3790 all:1.60570
3800 all:4.79081
3810 all:3.02566
3820 all:2.85576
3830 all:2.63639
3840 all:1.75504
3850 all:2.11038
3860 all:2.11892
3870 all:2.17058
3880 all:1.85112
3890 all:1.30139
3900 all:1.97186
3910 all:1.65880
3920 all:1.56671
3930 all:1.51401
3940 all:1.28349
3950 all:1.16041
3960 all:1.83608
3970 all:1.46482
3980 all:1.14528
3990 all:.88088
4000 all:1.49626
4010 all:1.73510
4020 all:2.42786
4030 all:3.04923
4040 all:1.35651
4050 all:1.04088
4060 all:1.33619
4070 all:2.69378
4080 all:3.18870
4090 all:1.22605
4100 all:2.89454
4110 all:.99659
4120 all:.72142
4130 all:1.67924
4140 all:.80997
4150 all:.67805
4160 all:2.58317
4170 all:.96422
4180 all:1.48050
4190 all:3.48460
4200 all:1.95905
4210 all:1.61919
4220 all:4.95503
4230 all:3.56800
4240 all:3.14474
4250 all:1.13783
4260 all:1.51164
4270 all:1.23700
4280 all:.96847
4290 all:2.10233
4300 all:1.60092
4310 all:1.36961
4320 all:1.23289
4330 all:1.77153
4340 all:4.70387
4350 all:3.13385
4360 all:1.32203
4370 all:1.94450
4380 all:1.25326
4390 all:.92528
4400 all:3.67877
4410 all:1.34671
4420 all:1.33687
4430 all:.83911
4440 all:2.42194
4450 all:.90782
4460 all:1.07856
4470 all:1.36467
4480 all:3.13232
4490 all:2.50662
4500 all:1.18399
4510 all:1.14874
4520 all:1.96063
4530 all:.84070
4540 all:.72836
4550 all:2.16675
4560 all:2.62874
4700 all:3.62143
4710 all:.63560
4720 all:1.17231
4730 all:1.14732
4740 all:3.83687
4750 all:1.20249
4760 all:1.30865
4770 all:3.55640
4780 all:1.17018
4790 all:3.19400
4800 all:3.27364
4810 all:1.02357
4820 all:2.56114
4830 all:2.80709
4840 all:2.72439
5000 all:.08207
5010 all:.22700
5020 all:.08830
5030 all:.23097
5040 all:.92049
5050 all:.42120
5060 all:.56231
5070 all:.68789
5080 all:1.01993
5100 all:1.60498
5110 all:.91026
5120 all:1.75105
5130 all:1.13744
5140 all:1.52108
5150 all:2.20597
5160 all:.79589
5170 all:.78992
5180 all:1.21179
5190 all:1.54603
5200 all:1.55452
5210 all:1.37289
5220 all:.98375
5230 all:.88907
5240 all:.69810
5250 all:1.42537
5260 all:.68488
5270 all:1.01315
5280 all:.78567
5290 all:.58349
5300 all:.36820
5310 all:.41418
5320 all:.49951
5330 all:.40936
5340 all:.97235
5350 all:.47904
5360 all:.41799
5370 all:1.70822
5380 all:.96148
5390 all:.95838
5400 all:1.04425
5410 all:.43633
5420 all:.37178
5430 all:.37093
5440 all:.25326
5450 all:.30922
5460 all:.30586
5500 all:.92643
5510 all:.77211
5520 all:.62566
5530 all:.94303
5540 all:.49809
5550 all:.81728
5560 all:.31934
5570 all:.58043
5580 all:.58677
5590 all:.37763
5600 all:.35642
5610 all:.59133
5620 all:.25947
5630 all:.44472
5640 all:.51910
5650 all:.33208
5700 all:.40481
5710 all:.56373
5720 all:.60465
5730 all:.53189
5740 all:.45184
5800 all:.39852
5810 all:.43112
5820 all:.57203
5830 all:.56089
5840 all:.58016
5850 all:.48950
5860 all:.47364
5870 all:.20059
5880 all:.42628
5890 all:.19090
5900 all:.25336
5910 all:.19920
5920 all:.18152
5930 all:.19777
5940 all:.20378
5950 all:.16677
5960 all:.16909
6000 all:1.28479
6010 all:.43449
6020 all:.90901
6030 all:.70483
6040 all:.83271
6050 all:.73688
6060 all:.79302
6070 all:.77579
6080 all:.61390
6090 all:.71184
6100 all:.67167
6110 all:.93062
6120 all:.97085
6130 all:.91819
6140 all:.62937
6150 all:.77134
6160 all:.81222
6170 all:.84400
6180 all:.97938
6190 all:1.82336
6200 all:1.93064
6210 all:1.80612
6220 all:1.29653
6230 all:1.15771
6240 all:.97879
6250 all:.49487
6260 all:.84210
6270 all:.89313
6280 all:.88555
6290 all:2.20877
6300 all:1.91040
6310 all:.76818
6320 all:2.39492
6330 all:1.23173
6340 all:2.97549
6350 all:1.54709
6360 all:.93761
6370 all:.39929
6380 all:.69968
6390 all:1.38571
6400 all:1.03061
6410 all:1.08394
6420 all:1.08380
6430 all:1.05092
6440 all:.68306
6450 all:.46914
6460 all:.93575
6470 all:.34545
6480 all:.46748
6700 all:.24975
6710 all:.54665
6720 all:.49075
6730 all:.38345
6740 all:.30449
6750 all:.13896
6760 all:.35433
6770 all:.54651
6780 all:.32025
6790 all:.52526
6800 all:.39393
6810 all:.47885
6900 all:.08396
6910 all:.37145
6920 all:.28476
6930 all:.27594
6940 all:.37956
6950 all:.60319
7000 all:.57618
7010 all:1.00596
7020 all:.52308
7030 all:1.27039
7040 all:.44603
7050 all:1.33206
7060 all:.98841
7070 all:.52971
7080 all:.52442
7100 all:1.74998
7110 all:3.16729
7120 all:2.37280
7130 all:1.41582
7140 all:1.53491
7150 all:1.14239
7160 all:3.39735
7170 all:1.48023
7180 all:2.37825
7190 all:1.03824
7200 all:3.05709
7210 all:1.83856
7220 all:.79609
7230 all:.94920
7240 all:1.25196
7250 all:1.70253
7260 all:.96210
7270 all:3.07779
7280 all:2.18748
7290 all:1.70617
7300 all:2.12545
7310 all:1.52420
7320 all:1.18731
7330 all:1.25363
7340 all:1.20022
7350 all:1.19438
7360 all:1.33369
7370 all:.98916
7380 all:.46155
7390 all:1.12393
7400 all:1.25546
7410 all:1.23853
7420 all:1.34040
7430 all:1.13068
7440 all:.85701
7450 all:1.47752
7460 all:.63073
7470 all:.92437
7480 all:.89092
7490 all:.64713
7500 all:.87151
7510 all:.84441
7520 all:.54958
7530 all:1.27993
7540 all:.96906
7550 all:.74859
7560 all:.65481
7570 all:1.16778
7580 all:.63325
7590 all:.77571
7600 all:1.91078
7610 all:.73117
7620 all:.37402
7630 all:.58314
7640 all:.36838
7650 all:.97180
7660 all:.98508
7670 all:.64111
7680 all:.72468
7690 all:.54748
7700 all:.60736
7710 all:.61553
7720 all:.70072
7730 all:.61055
7740 all:.73851
7750 all:.57330
7760 all:1.07663
7770 all:1.00597
7780 all:.43933
7790 all:.80849
7800 all:.48116
7810 all:.50340
7820 all:.62737
7830 all:.37293
7840 all:.42300
7850 all:.71908
7860 all:.53392
7870 all:.57695
7880 all:.52534
7890 all:.54790
7900 all:.40686
7910 all:.65606
7920 all:.40883
7930 all:.41717
8000 all:.29798
8010 all:.48889
8020 all:.37551
8030 all:.42706
8040 all:.30696
8050 all:.57867
8060 all:.96457
8070 all:.88844
8080 all:.76796
8090 all:.33909
8100 all:.29026
8110 all:.50711
8120 all:.60540
8130 all:.38532
8140 all:.78232
8150 all:.37280
8160 all:.56085
8170 all:.23655
8180 all:.24590
8200 all:.44586
8210 all:.47108
8220 all:.44151
8300 all:.78479
8310 all:1.75486
8320 all:.81555
8330 all:.65116
8340 all:.33393
8350 all:.39124
8360 all:1.43856
8370 all:.95088
8400 all:.55145
8410 all:.33854
8420 all:.30877
8430 all:.33824
8440 all:.27891
8450 all:.26810
8460 all:.28281
8470 all:.26395
8480 all:.39249
8490 all:.39176
8500 all:.38400
8510 all:.28380
8520 all:.48439
8530 all:.49666
8540 all:.84295
8550 all:.49935
8560 all:.26115
8570 all:1.32610
8580 all:.92511
8590 all:.27100
8600 all:.29532
8610 all:.23512
8620 all:.23072
8630 all:.21946
8640 all:.28534
8650 all:.28223
8660 all:.34593
8670 all:.14710
8680 all:.31549
8690 all:.29826
8700 all:.31440
8710 all:.25871
8720 all:.29575
8730 all:.18006
8740 all:.27440
8750 all:.23067
8760 all:.22995
8770 all:.23900
8780 all:.22947
8790 all:.22003
8800 all:.30565
8810 all:.20574
8820 all:.28533
8830 all:.30053
8840 all:.29582
9000 all:.25654
9010 all:.24814
9020 all:.23964
9030 all:.23716
9040 all:.22253
9050 all:.23210
9060 all:.32951
9070 all:.15468
9080 all:.27489
9090 all:.34524
9100 all:.25148
9110 all:.15630
9120 all:.16007
9130 all:.28620
9140 all:.43403
9150 all:.15896
9160 all:.51681
9170 all:.62492
9180 all:.46770
9190 all:.46271
9200 all:.45700
9300 all:.35996
9310 all:.32065
9320 all:.36763
9330 all:.27715
9340 all:.25822
9350 all:.43522
9360 all:.20860
9370 all:.28390
9380 all:.64250
9390 all:.45964
9400 all:.97974
9410 all:.71628
9420 all:.60619
9430 all:.40746
9440 all:.24129
9450 all:.30254
9460 all:.39173
9470 all:.25304
9500 all:.33741
9510 all:.30280
9520 all:.33259
9530 all:.44958
9540 all:.43135
9550 all:.33032
9560 all:.40607
9570 all:.23625
9600 all:.32273
9610 all:.37491
9620 all:.37701
9630 all:.43767
9640 all:.29457
9650 all:.13680
9660 all:.30953
9670 all:.25763
9680 all:.26273
9690 all:.13128
9700 all:.11876
9710 all:.20182
9720 all:.19701
9730 all:.20319
9740 all:.19545
9800 all:.20494
9810 all:.46369
d mo48
a matrix=mo48 PsAuAc 0 Post-sec Auto Accessibility
1000 all:0.461558066908319
1010 all:0.41913641775746
1020 all:0.449961239843912
1030 all:0.493053894045564
1040 all:0.643669040142087
1050 all:0.824207848548718
1060 all:0.578837694734729
1070 all:1.00011455383898
1080 all:1.24546405171589
1090 all:0.939962572923649
1100 all:2.54844324759552
1110 all:1.61389013380856
1150 all:0.293537484164803
1200 all:2.52211351906125
1210 all:3.70973576431375
1220 all:3.75144201493075
1230 all:3.56432529047027
1240 all:9.91494047660505
1250 all:8.70635366755327
1260 all:2.16146146372714
1270 all:2.55689102672559
1280 all:2.65218387236075
1290 all:1.83125949439344
1500 all:1.11439376951909
1510 all:1.26085003494878
1520 all:1.89427845884042
1530 all:0.785449180907803
1540 all:0.655096770492364
1550 all:0.869440997182431
1560 all:1.00390025596141
1570 all:1.44847753935615
1580 all:0.861485620577136
1590 all:0.889049698464998
1600 all:0.728830436550367
1610 all:0.993780312198049
1620 all:1.55759121215669
1630 all:0.526261468145841
1640 all:3.52300505195549
1650 all:2.04250310668446
1660 all:0.704085462853243
1670 all:0.770410485427226
1680 all:0.478159930960414
1690 all:1.28345667972195
1700 all:0.799091112927559
1710 all:0.574889776303819
1900 all:0.0655373744116346
1910 all:0.329731048370678
1920 all:0.391104682724237
1930 all:0.619849703410835
2000 all:2.7815810641428
2010 all:11.1582405025228
2020 all:10.6167462768162
2030 all:17.2698448107231
2040 all:29.8544317312584
2050 all:16.93896372259
2060 all:15.1007800797047
2070 all:37.8548130795266
2080 all:74.1854770215344
2090 all:44.1653127007208
2100 all:95.9799787811104
2110 all:106.108002745725
2120 all:136.495898384021
2130 all:104.348981043231
2140 all:161.469389200253
2150 all:210.796324494506
2160 all:100.951594846486
2170 all:185.594813049454
2180 all:163.75674366586
2190 all:117.192051264219
2200 all:113.625812050556
2210 all:79.5170431416714
2220 all:122.004107909719
2230 all:37.5553317864912
2240 all:29.0035901384022
2250 all:21.2645797988345
2260 all:26.2675777567728
2270 all:51.7724284654497
2280 all:27.4437407275119
2290 all:79.9070796674851
2300 all:24.629630667285
2310 all:48.4665821594701
2320 all:54.8584286186031
2330 all:38.9801416348161
2900 all:5.70317417020398
2910 all:6.01530026194503
2920 all:3.30795452771996
3000 all:2.86005488310369
3010 all:6.636914160839
3020 all:5.1942118957071
3030 all:5.53468500697758
3040 all:4.20141333538706
3050 all:9.83304792959177
3060 all:10.1885242904364
3070 all:29.52729467481
3080 all:27.8151697808467
3090 all:15.1370846904831
3100 all:27.5358435642723
3110 all:17.9365020481373
3120 all:34.5535320364307
3130 all:104.764857562854
3140 all:59.5593416607515
3150 all:13.038735402387
3160 all:37.9083120423838
3170 all:84.4063029278217
3180 all:52.5721985631568
3190 all:12.3262400347472
3200 all:40.987271868808
3210 all:3.8081794434225
3220 all:2.7724642707801
3230 all:3.81135406434109
3240 all:2.83709044610701
3250 all:5.14569837165062
3260 all:4.59137465084217
3270 all:5.35872847296201
3280 all:5.07261672224698
3290 all:3.78237974884647
3300 all:4.11299561977964
3310 all:6.26538760187129
3320 all:3.82610201251416
3330 all:2.60691201023617
3340 all:3.22473747366216
3350 all:7.06017027842675
3360 all:3.10870863788017
3370 all:5.01694306898638
3380 all:3.4113776180739
3390 all:3.73950246059082
3400 all:2.71180612447593
3410 all:5.30409644475616
3420 all:6.68133993417115
3430 all:8.47793303126561
3440 all:7.07252793509525
3450 all:11.4344716519415
3460 all:13.860403896964
3470 all:5.40643398630816
3480 all:4.70423492656913
3490 all:6.12181120895237
3500 all:2.72226517333268
3510 all:4.67119823813188
3520 all:3.36333061784245
3530 all:3.48961884199755
3540 all:4.90470204517831
3550 all:2.85647938342926
3560 all:2.31242537894673
3570 all:2.95181169554224
3580 all:3.58073150305674
3590 all:17.9353821942855
3600 all:7.25700497439444
3610 all:6.0414187543977
3620 all:4.48781426842651
3630 all:4.51740750832711
3640 all:10.6119381574789
3650 all:4.91445919666641
3660 all:3.36097418670263
3670 all:3.46913405029194
3680 all:3.64481754187464
3690 all:2.71437917630878
3700 all:3.42180276467646
3710 all:3.43511536751131
3720 all:2.82378665802559
3730 all:2.55169203609353
3740 all:2.66541380789757
3750 all:3.00030998938914
3760 all:7.26836516872936
3770 all:2.72543864942236
3780 all:4.39213008745957
3790 all:2.31501660735235
3800 all:2.47846873733364
3810 all:3.75423339881713
3820 all:14.091739748344
3830 all:4.58492402697979
3840 all:8.54684946463125
3850 all:3.55872749408496
3860 all:3.29499269411216
3870 all:3.1937624702971
3880 all:3.54950677164905
3890 all:2.32707780249064
3900 all:2.7091793820637
3910 all:2.13464994875302
3920 all:2.1040168450009
3930 all:3.12612245135252
3940 all:2.20113436732713
3950 all:2.20507850649371
3960 all:3.90838383622472
3970 all:2.56416957700342
3980 all:2.24701194281349
3990 all:2.60694463916926
4000 all:2.87887436443805
4010 all:2.16578096250944
4020 all:3.03093336516767
4030 all:3.43063591999579
4040 all:1.46733010707031
4050 all:1.45743973529411
4060 all:1.90621274620589
4070 all:2.09348532494522
4080 all:2.62410376635434
4090 all:1.79992935859535
4100 all:1.96639791826074
4110 all:1.61222916557709
4120 all:1.49338733211997
4130 all:1.99554772116367
4140 all:1.81475936815793
4150 all:1.20407466690888
4160 all:1.66604714179271
4170 all:1.8766891625481
4180 all:1.81076549681033
4190 all:3.84869005610016
4200 all:6.16990158643553
4210 all:4.94013802397327
4220 all:5.44204619728228
4230 all:8.97503645028072
4240 all:13.406526073851
4250 all:2.6482836994304
4260 all:3.54097456880875
4270 all:2.88622035871865
4280 all:4.76971945942483
4290 all:3.82228315414132
4300 all:9.3909635349008
4310 all:2.83915391591667
4320 all:5.08609163409597
4330 all:37.2308261955606
4340 all:48.7328742353733
4350 all:32.0225934737847
4360 all:4.76613452230058
4370 all:2.7526530688746
4380 all:7.41394726308407
4390 all:2.91033667601627
4400 all:2.73094975325766
4410 all:4.46406148967771
4420 all:2.21019118124771
4430 all:1.64553397315124
4440 all:1.60886369646395
4450 all:2.1945165714968
4460 all:2.28857024666694
4470 all:2.48602425665273
4480 all:2.12119536179276
4490 all:1.94948309621353
4500 all:2.46830481275824
4510 all:1.90130925580734
4520 all:1.79113933798894
4530 all:3.55650066448175
4540 all:1.89093346161944
4550 all:1.73446877699346
4560 all:2.01586522364362
4700 all:2.12211887550814
4710 all:0.970048718973075
4720 all:2.63135557531618
4730 all:3.49840374722461
4740 all:12.9737356166104
4750 all:3.36563420011553
4760 all:5.70616949255197
4770 all:31.7369138780198
4780 all:4.21362995518315
4790 all:4.50667675123315
4800 all:13.941095975766
4810 all:10.1733217171529
4820 all:3.64399553871925
4830 all:3.52042244327996
4840 all:1.66295248777664
5000 all:0.310924195006152
5010 all:0.421639251923114
5020 all:0.37539523318983
5030 all:0.445331667430605
5040 all:0.630226137016096
5050 all:0.775670966714691
5060 all:0.792816640280804
5070 all:0.881289287315775
5080 all:0.942495844426424
5100 all:1.56922016098349
5110 all:2.70934218494389
5120 all:4.78313809722916
5130 all:2.43076024626058
5140 all:1.97433101994302
5150 all:1.88177961284957
5160 all:1.30953096026665
5170 all:3.32358134909004
5180 all:1.99344097882677
5190 all:1.82108658045312
5200 all:1.6386837485677
5210 all:1.36044883301388
5220 all:0.853919932412087
5230 all:1.49723917737558
5240 all:1.12735246102533
5250 all:1.46885067919531
5260 all:1.16804117104152
5270 all:1.14507446651393
5280 all:1.3341381162828
5290 all:1.17555759881349
5300 all:0.389095774611439
5310 all:0.579648049502241
5320 all:1.13164386335583
5330 all:1.09265769595871
5340 all:1.69259440473017
5350 all:1.0334653830033
5360 all:0.910162313000119
5370 all:4.8566734520779
5380 all:2.10763187049781
5390 all:2.04505665268128
5400 all:0.743863096536903
5410 all:1.26680941920032
5420 all:0.73738094213088
5430 all:0.615175006055327
5440 all:0.828830601251657
5450 all:0.534033158992564
5460 all:0.413388555255265
5500 all:1.37762949419891
5510 all:1.61378103405915
5520 all:2.21077848761382
5530 all:1.2637856494544
5540 all:2.6236964118074
5550 all:0.882760058456659
5560 all:0.778731091932569
5570 all:1.63499760224414
5580 all:0.956828321058306
5590 all:0.867043783758372
5600 all:1.1319223260645
5610 all:1.20231444886952
5620 all:0.659099460801842
5630 all:0.747397530214809
5640 all:0.819417515600923
5650 all:0.783562458067088
5700 all:0.758808746799885
5710 all:0.577170772076451
5720 all:0.701116427643114
5730 all:1.16113916802404
5740 all:0.440566474265386
5800 all:0.728482059993348
5810 all:2.4743717127452
5820 all:0.926187570959075
5830 all:0.649041746179428
5840 all:0.883922854558569
5850 all:0.886212135902767
5860 all:1.91284525959249
5870 all:0.344967313658565
5880 all:0.541499308360482
5890 all:0.318303117434437
5900 all:0.684287836911933
5910 all:0.444239836532166
5920 all:0.385550008081442
5930 all:0.296954958858525
5940 all:0.306499893422455
5950 all:0.343970251058102
5960 all:0.340622381209334
6000 all:1.9078318696885
6010 all:1.56464239370472
6020 all:4.81827992476259
6030 all:4.39846365098597
6040 all:1.12040528832261
6050 all:1.17626355599608
6060 all:1.16269539299665
6070 all:0.830784912433794
6080 all:0.581586731923136
6090 all:0.568333383853031
6100 all:0.656431719380147
6110 all:2.58952723272082
6120 all:1.9330788022471
6130 all:1.9562575952824
6140 all:1.16921744561347
6150 all:0.847037497478032
6160 all:0.757367074245664
6170 all:0.80613076153634
6180 all:4.64854116421118
6190 all:21.8544054510786
6200 all:14.2361818102952
6210 all:12.5550466358323
6220 all:5.47222258514647
6230 all:4.85179207682661
6240 all:2.58303058755493
6250 all:1.56871472815661
6260 all:1.37877874320214
6270 all:1.81655095334735
6280 all:1.0444720667922
6290 all:4.84250071359552
6300 all:19.2234930784983
6310 all:2.94449553950064
6320 all:14.8363184990518
6330 all:7.26762283348973
6340 all:21.7552332162244
6350 all:11.1976951272136
6360 all:2.63064576750892
6370 all:1.62949827956902
6380 all:1.01775761143518
6390 all:1.54723263306215
6400 all:2.093562829291
6410 all:2.57393076670677
6420 all:2.72306512877087
6430 all:5.26937216794627
6440 all:1.83775293107686
6450 all:1.29957156431588
6460 all:1.26962989680244
6470 all:1.18433215993577
6480 all:1.08805370800542
6700 all:0.395733688647692
6710 all:0.441564750910172
6720 all:0.49018222850174
6730 all:0.276922815994462
6740 all:0.335621622573276
6750 all:0.308112684168017
6760 all:0.536893576015885
6770 all:0.455408255817945
6780 all:0.595604947738058
6790 all:1.57044751657874
6800 all:0.841277359865238
6810 all:1.37047696131457
6900 all:0.323029125917359
6910 all:0.378687810104373
6920 all:0.321848685999737
6930 all:0.28154041508076
6940 all:0.351259808516743
6950 all:0.268090241896543
7000 all:1.67072003296614
7010 all:3.13020405543783
7020 all:1.6585795425121
7030 all:3.6446128124117
7040 all:1.37244812490844
7050 all:2.71989766334828
7060 all:2.76654756522718
7070 all:1.42468821570069
7080 all:1.40631839722491
7100 all:1.77231606661437
7110 all:4.07848643998436
7120 all:2.82624100333199
7130 all:2.44014926022286
7140 all:3.46149492206116
7150 all:2.88706198370198
7160 all:4.86491012698267
7170 all:3.67587754654193
7180 all:8.15114554523366
7190 all:8.11695342881531
7200 all:15.8518349948888
7210 all:9.69741450586158
7220 all:2.65575188089655
7230 all:2.14754841784291
7240 all:1.71686717088674
7250 all:11.8505463517293
7260 all:2.24836205577666
7270 all:11.8669903126925
7280 all:3.81863143740913
7290 all:2.37993095726149
7300 all:5.22213708302392
7310 all:2.80807884321808
7320 all:2.4940280973027
7330 all:1.7689766272756
7340 all:2.74692994297839
7350 all:2.03352975866646
7360 all:1.48055753217289
7370 all:1.45843194953032
7380 all:1.17605293296102
7390 all:2.63371606843969
7400 all:2.46366824610652
7410 all:5.83177681147386
7420 all:9.67637791869759
7430 all:7.15339469185716
7440 all:2.75216358678272
7450 all:4.68690108193289
7460 all:3.76584764235601
7470 all:3.30548087715206
7480 all:5.4732773175784
7490 all:2.02868980396349
7500 all:5.01293224171757
7510 all:2.14096834500589
7520 all:1.24151745841094
7530 all:3.32753152832157
7540 all:1.81439672960759
7550 all:1.60401895774795
7560 all:0.834140092303655
7570 all:8.29030965760787
7580 all:2.11761095770788
7590 all:2.18206261832656
7600 all:2.177437485318
7610 all:1.55532600950989
7620 all:1.10567557860572
7630 all:1.30539737390094
7640 all:1.19834999371651
7650 all:2.23340756914217
7660 all:1.57307291747638
7670 all:1.0842111230585
7680 all:1.09680390752713
7690 all:1.14073346424623
7700 all:0.941689107843602
7710 all:1.00597561281876
7720 all:0.883518473740811
7730 all:1.27481731431603
7740 all:0.77610368364771
7750 all:0.8199244406497
7760 all:1.30815198533617
7770 all:1.19474875504158
7780 all:0.7902167733597
7790 all:0.893097137803049
7800 all:0.80136180461145
7810 all:0.762996898361215
7820 all:0.673256202779897
7830 all:0.830080316599299
7840 all:0.755745191493549
7850 all:1.03235996219249
7860 all:0.985834399887755
7870 all:0.672387051892307
7880 all:3.16346517949587
7890 all:0.990921176968311
7900 all:0.749193180205241
7910 all:1.13044785050735
7920 all:1.33256471749495
7930 all:1.28933460842065
8000 all:0.391901699602741
8010 all:0.566719829663828
8020 all:0.369977740897834
8030 all:0.503099788145271
8040 all:0.403894867050252
8050 all:0.803065307354853
8060 all:1.34149075815855
8070 all:0.839930243549735
8080 all:0.855454652422264
8090 all:0.65569329001523
8100 all:0.575034094313954
8110 all:0.599060847023387
8120 all:0.652240570940072
8130 all:0.649278333904617
8140 all:0.605225451025575
8150 all:0.573745413296447
8160 all:0.552832999300434
8170 all:0.614426340392129
8180 all:0.534238439332532
8200 all:0.595579445489971
8210 all:1.55421577493569
8220 all:0.618206291821839
8300 all:2.51578312275011
8310 all:8.6213001012728
8320 all:9.89724816913568
8330 all:2.24168061073076
8340 all:1.20699208768665
8350 all:2.05377911982784
8360 all:11.6141090947187
8370 all:2.76723767867953
8400 all:0.858054166464594
8410 all:0.597993025126891
8420 all:0.677950954250768
8430 all:0.736503709969894
8440 all:0.821787058243125
8450 all:0.665135986900188
8460 all:0.654795344888009
8470 all:0.820331770819674
8480 all:0.378955446455421
8490 all:0.493228530376286
8500 all:0.29233652421064
8510 all:0.403459771391464
8520 all:0.885950248061273
8530 all:1.01449667653282
8540 all:1.48073287880599
8550 all:2.04367936411079
8560 all:1.34182244500928
8570 all:2.85950189973002
8580 all:4.28226797295049
8590 all:2.76751961745323
8600 all:1.44997477904921
8610 all:0.878543448447833
8620 all:0.522129021980542
8630 all:0.433058768763907
8640 all:0.419234093466444
8650 all:0.89902118288654
8660 all:0.806509195815345
8670 all:0.53970922444444
8680 all:0.787539405809075
8690 all:1.04123110595257
8700 all:0.658858120086341
8710 all:0.470880043401478
8720 all:0.470603837946894
8730 all:0.448026110105744
8740 all:0.39052153078596
8750 all:0.559578266754802
8760 all:0.435637052461979
8770 all:0.341846876223904
8780 all:0.379178809133019
8790 all:0.342056296319458
8800 all:0.382996169273194
8810 all:0.432470267955062
8820 all:0.394333533662096
8830 all:0.41930538622417
8840 all:0.374699585400967
9000 all:0.326181792140397
9010 all:0.218220862544
9020 all:0.289755783688263
9030 all:0.355427490502155
9040 all:0.896647011599911
9050 all:0.542722162460701
9060 all:2.26560609314439
9070 all:0.34522416255715
9080 all:0.88410212082995
9090 all:0.569920483134535
9100 all:0.37881377375754
9110 all:0.244776216194706
9120 all:0.280400840241724
9130 all:0.198648719317547
9140 all:0.158200520663917
9150 all:0.118584959830574
9160 all:0.140373487143277
9170 all:0.106853237742631
9180 all:0.113116964174013
9190 all:0.139007294995649
9200 all:0.109255519788168
9300 all:0.328828723680613
9310 all:0.398883644686493
9320 all:0.572445733306445
9330 all:0.452476704896643
9340 all:0.759611288146545
9350 all:2.7880787117143
9360 all:0.905551321843915
9370 all:2.18792687928353
9380 all:1.77744050205268
9390 all:6.02999540777193
9400 all:5.00004576550721
9410 all:1.66346861062475
9420 all:1.77016061648138
9430 all:0.716857720638506
9440 all:0.364461172874629
9450 all:1.49154776594665
9460 all:0.711506205521574
9470 all:0.495415780564812
9500 all:1.32564597690131
9510 all:1.08149638556806
9520 all:1.94940698041966
9530 all:0.85085256549093
9540 all:0.885297706021101
9550 all:0.758785542962819
9560 all:0.318362858242364
9570 all:0.306698491346423
9600 all:0.289305104807142
9610 all:0.596873474870171
9620 all:0.901799170266124
9630 all:0.569692896975941
9640 all:1.02690243967932
9650 all:0.292712576491457
9660 all:0.986229339743706
9670 all:0.418243675472999
9680 all:0.327251705793398
9690 all:0.235643539844865
9700 all:0.462855005376146
9710 all:0.263084029028881
9720 all:0.16120231098303
9730 all:0.280430577648341
9740 all:0.121499873506756
9800 all:0.406517564816829
9810 all:0.0785837624033326
d mo957
a matrix=mo957 PSTrAc 0 PS Transit Accessibility
1000 all:0.0728770867990852
1010 all:0.0667421644324405
1020 all:0.0728770867990852
1030 all:0.0592162727057493
1040 all:0.122597401425177
1050 all:0.275630698855625
1060 all:0.0444517524145874
1070 all:0.277078487152215
1080 all:0.251291410563117
1090 all:0.198140985838836
1100 all:0.276471601635364
1110 all:0.305335268500905
1150 all:0.0189516318746355
1200 all:0.283222017740346
1210 all:0.352095954965998
1220 all:0.310079749946282
1230 all:0.256023713924623
1240 all:0.700502243443063
1250 all:0.725497313060193
1260 all:0.177900351004639
1270 all:0.189391390899962
1280 all:0.316857323902454
1290 all:0.224686826195106
1500 all:0.161463808096809
1510 all:0.244809637924331
1520 all:0.260714907724198
1530 all:0.11029781128094
1540 all:0.0924161798567113
1550 all:0.114570683418354
1560 all:0.123456502104326
1570 all:0.221858296613038
1580 all:0.121572805331424
1590 all:0.157698409133517
1600 all:0.11790017225927
1610 all:0.178239064562035
1620 all:0.225887317881822
