matrices:,md5,md6,md7,md8,md9,md10,md11,md20,md21,md22,md23,md24,md25,md26,md31,md32,md33,md34,md35,md36,md37,md38,md39,md40,md41
name:,Con11,FIRE11,TCWh11,Ret11,Bus11,AcIn11,HeEd11,PpTt11,Pp2_11,Pp3_11,PSEn11,HhLwIn,HhMdIn,HhHiIn,aWkL,aWkM,aWkH,aNw,aUv,aSc,aSh,aPB,aSo,aEc,aNo
description,2011_Const_Mfg,2011_FIRE,2011_TCU_WhSale,2011_Retail,2011_Business_OthServ,2011_Accom_Fd_Info,2011_Health_Ed_PubAd,2011_total_population,2011_Pop 5to12,2011_Pop_13to17,PostSec 2011 FT Enrl,Household Low Income,Household Medium Income,Household High Income,AttracWkL,AttracWkM,AttracWkH,AttracNw,AttracUv,AttracSc,AttracSh,AttracPB,AttracSo,AttracEc,AttracNo
7810,323.0,0.0,50.0,38.0,53.0,8.0,29.0,1341.0,110.0,112.0,0.0,124.66157531738281,174.66085815429688,172.6796875,90.12189483642578,370.08477783203125,189.63446044921875,172.63363647460938,2.828688144683838,337.80633544921875,194.5339813232422,104.69841003417969,260.8029479980469,277.567138671875,247.06216430664062
7820,89.0,0.0,5.0,0.0,21.0,0.0,38.0,344.0,29.0,25.0,0.0,27.530532836914062,38.432403564453125,38.03752136230469,28.57697868347168,119.96563720703125,73.77448272705078,52.14360046386719,3.706557035446167,85.97776794433594,14.723843574523926,35.57697296142578,59.472068786621094,73.50021362304688,50.74983596801758
7830,368.0,0.0,69.0,25.0,232.0,107.0,87.0,3818.0,458.0,288.0,0.0,290.10614013671875,406.404296875,402.4943542480469,176.88417053222656,611.3820190429688,362.0814514160156,395.0117492675781,8.486064910888672,1133.8648681640625,253.6390380859375,264.43756103515625,716.6527099609375,920.8787231445312,584.7100830078125
7840,280.0,14.0,76.0,39.0,195.0,190.0,308.0,6412.0,533.0,508.0,0.0,588.565185546875,821.1771240234375,810.2673950195312,207.271484375,695.9200439453125,402.36004638671875,532.296630859375,30.042619705200195,1605.2083740234375,415.191162109375,515.1661987304688,1250.7884521484375,1362.97216796875,1019.7739868164062
7850,29.0,27.0,0.0,21.0,29.0,85.0,0.0,1309.0,101.0,123.0,0.0,110.548095703125,154.9653778076172,153.48837280273438,43.661460876464844,97.05303955078125,46.69947814941406,114.49141693115234,0.0,337.2483215332031,131.81370544433594,93.32938385009766,303.4234313964844,292.68035888671875,241.22903442382812
7860,91.0,25.0,59.0,27.0,66.0,37.0,77.0,5848.0,766.0,338.0,0.0,469.0542907714844,657.2723388671875,650.68115234375,65.05311584472656,236.87770080566406,83.99102783203125,291.5327453613281,7.510654926300049,1671.629150390625,347.74456787109375,322.33349609375,940.7703247070312,1296.8489990234375,797.8894653320312
7870,1686.0,233.0,577.0,103.0,882.0,216.0,424.0,3336.0,322.0,259.0,0.0,305.4056701660156,426.146728515625,420.45269775390625,766.2648315429688,2866.1962890625,1920.680908203125,1324.86181640625,41.35737228393555,926.9215087890625,514.4996337890625,556.5120239257812,946.146484375,914.7119140625,811.2357788085938
7880,287.0,0.0,46.0,49.0,46.0,8.0,0.0,295.0,27.0,24.0,797.0,29.058170318603516,40.665470123291016,40.27684020996094,76.95819854736328,316.03594970703125,168.03201293945312,127.11576843261719,962.76806640625,76.78421783447266,189.46067810058594,52.70304489135742,116.58808898925781,78.89051818847656,134.65518188476562
7890,777.0,66.0,716.0,151.0,212.0,264.0,219.0,9875.0,1186.0,674.0,0.0,885.2178344726562,1239.3270263671875,1226.4697265625,396.2239990234375,1399.100830078125,734.1536865234375,845.1162109375,21.361473083496094,2827.319091796875,967.6063232421875,718.5335693359375,1955.1353759765625,2328.728759765625,1671.91455078125
7900,642.0,59.0,124.0,152.0,169.0,109.0,350.0,14939.0,1474.0,916.0,0.0,1457.97314453125,2012.7799072265625,1970.2703857421875,273.0560302734375,1078.770263671875,441.9659118652344,923.4732055664062,34.139339447021484,3641.3955078125,1187.9638671875,964.7857666015625,2567.96533203125,2913.298583984375,2242.737060546875
7910,1072.0,139.0,348.0,680.0,567.0,262.0,240.0,8498.0,833.0,697.0,0.0,783.5269165039062,1095.169189453125,1082.3167724609375,518.5347900390625,2006.95654296875,1107.578857421875,1375.2818603515625,23.409833908081055,2333.064453125,2817.7548828125,1079.939208984375,2468.87939453125,2159.142822265625,2534.05908203125
7920,454.0,76.0,350.0,173.0,277.0,51.0,341.0,6052.0,734.0,548.0,0.0,525.9674072265625,734.6243286132812,725.4169921875,262.3223571777344,1070.7054443359375,655.9247436523438,670.58056640625,33.261470794677734,1972.1129150390625,883.3696899414062,592.4095458984375,1247.072265625,1644.31103515625,1175.2430419921875
7930,655.0,210.0,235.0,266.0,565.0,649.0,532.0,5983.0,512.0,382.0,0.0,595.7811279296875,794.7996826171875,756.4278564453125,588.7760009765625,1842.61572265625,1234.082763671875,1234.689208984375,51.89179992675781,1411.4578857421875,1216.040283203125,914.3310546875,2011.27294921875,1526.107666015625,1686.7918701171875
8000,65.0,41.0,0.0,26.0,169.0,244.0,146.0,3537.0,310.0,287.0,0.0,253.78912353515625,470.2028503417969,567.0112915039062,118.80360412597656,312.25628662109375,211.8699951171875,307.49053955078125,0.0,998.1339111328125,286.583251953125,410.4700622558594,1484.0057373046875,1052.17578125,702.7430419921875
8010,97.0,12.0,0.0,39.0,105.0,225.0,48.0,3046.0,304.0,275.0,0.0,242.72540283203125,430.9785461425781,506.29888916015625,84.2587661743164,171.8306884765625,115.33293151855469,215.43209838867188,0.0,955.4978637695312,303.42816162109375,301.818359375,1275.9635009765625,938.2907104492188,564.1236572265625
8020,62.0,63.0,17.0,127.0,115.0,234.0,146.0,3806.0,343.0,323.0,0.0,280.1067199707031,519.4168090820312,626.4801025390625,126.26744079589844,294.6978759765625,207.9907684326172,364.8774719238281,0.0,1111.2349853515625,645.98779296875,464.04522705078125,1485.774658203125,1189.831298828125,1043.9342041015625
8030,55.0,116.0,52.0,229.0,297.0,208.0,682.0,6697.0,678.0,633.0,0.0,491.613525390625,896.602294921875,1070.790283203125,308.5836486816406,926.01025390625,635.2217407226562,869.6282348632812,0.0,2240.3056640625,1155.534912109375,1070.857177734375,2238.66162109375,2551.0888671875,2354.217529296875
8040,0.0,0.0,0.0,38.0,167.0,38.0,0.0,2445.0,179.0,169.0,0.0,178.44683837890625,331.3414001464844,400.21405029296875,36.26248550415039,136.3882598876953,103.89850616455078,189.94448852539062,0.0,570.4231567382812,266.38543701171875,121.30902862548828,671.8280639648438,495.3341979980469,427.79168701171875
8050,37.0,77.0,70.0,150.0,136.0,128.0,133.0,3237.0,214.0,161.0,0.0,298.5893249511719,505.61712646484375,598.7974853515625,112.22846984863281,333.5748596191406,270.4433898925781,379.77874755859375,0.0,632.5012817382812,692.561767578125,379.10491943359375,1094.8505859375,753.9610595703125,1025.8087158203125
8060,350.0,433.0,313.0,1761.0,955.0,763.0,312.0,7124.0,620.0,470.0,35.0,634.0819091796875,1065.5076904296875,1255.418701171875,709.2947998046875,1697.9083251953125,1388.013671875,2023.981201171875,283.9124755859375,1828.476318359375,6402.65234375,1881.7362060546875,4010.034912109375,3016.51123046875,6627.162109375
8070,140.0,731.0,30.0,771.0,771.0,891.0,1166.0,7981.0,506.0,534.0,0.0,794.3820190429688,1269.658447265625,1440.96875,786.5280151367188,2217.58740234375,1533.1026611328125,1843.373046875,0.0,1860.9495849609375,3075.29248046875,2250.39453125,4683.552734375,3263.040283203125,4734.6474609375
8080,327.0,133.0,0.0,70.0,187.0,245.0,680.0,8297.0,483.0,397.0,0.0,820.080078125,1304.037841796875,1473.8916015625,323.6769104003906,926.515380859375,582.448974609375,796.80517578125,0.0,1533.5650634765625,702.977783203125,1062.72607421875,2606.125732421875,1921.356201171875,2073.241943359375
8090,74.0,23.0,0.0,56.0,73.0,167.0,265.0,4410.0,299.0,278.0,0.0,370.03887939453125,630.9951782226562,750.9710083007812,126.68592834472656,316.4267578125,197.93362426757812,363.3784484863281,0.0,981.296142578125,437.720703125,511.3938903808594,1442.9061279296875,1107.43603515625,1045.517822265625
8100,0.0,0.0,0.0,4.0,45.0,90.0,73.0,111.0,9.0,5.0,0.0,6.644381999969482,12.083381652832031,14.272323608398438,38.8123779296875,94.2332763671875,61.79956817626953,55.318809509277344,0.0,32.72959899902344,19.849464416503906,127.57588195800781,304.8643798828125,132.1151885986328,112.28264617919922
8110,253.0,194.0,81.0,83.0,372.0,292.0,310.0,7364.0,736.0,420.0,0.0,493.9479675292969,918.845458984375,1110.2130126953125,262.45404052734375,853.2512817382812,628.0382080078125,737.2713623046875,0.0,1936.39208984375,695.0873413085938,738.4459228515625,2524.712890625,1984.878662109375,1557.901611328125
8120,509.0,65.0,109.0,518.0,237.0,318.0,257.0,6218.0,541.0,550.0,0.0,383.26007080078125,655.4199829101562,751.3240966796875,318.09429931640625,713.552978515625,520.3012084960938,799.6112670898438,0.0,1822.745849609375,2114.04931640625,891.798583984375,2284.471435546875,2092.04833984375,2670.57470703125
8130,175.0,113.0,81.0,171.0,127.0,156.0,56.0,708.0,34.0,53.0,0.0,44.49995422363281,83.02877807617188,100.47185516357422,127.50096130371094,356.0592041015625,291.2667236328125,267.4795837402344,0.0,150.10943603515625,622.6309814453125,257.8648681640625,634.8561401367188,333.6483154296875,675.860595703125
8140,99.0,0.0,0.0,8.0,77.0,49.0,36.0,1736.0,146.0,138.0,0.0,118.78924560546875,221.4014892578125,267.8108215332031,46.15029525756836,130.50718688964844,85.30928039550781,123.036376953125,0.0,470.3415222167969,124.42578125,122.5558090209961,526.4598388671875,433.65789794921875,288.46612548828125
8150,176.0,0.0,0.0,6.0,0.0,11.0,38.0,777.0,52.0,56.0,0.0,49.06279373168945,91.43190002441406,110.50595092773438,42.56429672241211,99.74311828613281,54.45655059814453,51.534202575683594,0.0,182.11964416503906,63.93914794921875,68.75395965576172,196.46212768554688,184.11141967773438,162.23159790039062
8160,1768.0,33.0,611.0,4.0,996.0,120.0,100.0,644.0,65.0,40.0,0.0,39.622711181640625,73.55120849609375,88.82660675048828,506.21826171875,1971.5078125,1655.474853515625,692.3846435546875,0.0,185.5098114013672,49.677345275878906,187.6411895751953,950.6989135742188,290.924072265625,212.16412353515625
8170,90.0,17.0,57.0,31.0,97.0,120.0,41.0,1210.0,80.0,49.0,0.0,75.70948028564453,141.2820587158203,171.00946044921875,64.81816101074219,193.83645629882812,164.61160278320312,149.3870849609375,0.0,216.94371032714844,173.4061279296875,166.68270874023438,621.1167602539062,283.8959655761719,297.0272216796875
8180,160.0,0.0,407.0,46.0,103.0,217.0,545.0,850.0,61.0,50.0,0.0,53.090576171875,91.05842590332031,108.85172271728516,219.79771423339844,810.5487670898438,748.7619018554688,465.5627746582031,0.0,254.97189331054688,204.4009246826172,674.4835815429688,956.2235717773438,766.900146484375,890.01806640625
8200,28.0,0.0,45.0,12.0,80.0,30.0,12.0,2192.0,201.0,120.0,0.0,215.14926147460938,334.5549011230469,363.29791259765625,26.071971893310547,111.74382019042969,105.28665924072266,150.65057373046875,0.0,527.7741088867188,163.58221435546875,105.71064758300781,561.873291015625,452.98089599609375,330.6145324707031
8210,267.0,480.0,118.0,395.0,468.0,717.0,369.0,7060.0,200.0,192.0,8.0,1216.2774658203125,1528.131103515625,1398.5966796875,442.5472106933594,1238.49658203125,932.2056884765625,1080.5416259765625,64.89427947998047,691.9893188476562,1741.811767578125,1207.90869140625,3660.047119140625,1419.422119140625,2536.351318359375
8220,417.0,200.0,134.0,204.0,668.0,334.0,2387.0,10248.0,562.0,439.0,0.0,1454.96826171875,1909.919921875,1842.12060546875,890.4227294921875,2830.880615234375,1863.970703125,1926.220458984375,0.0,1960.629150390625,1269.021484375,2775.022216796875,3957.4951171875,3714.3974609375,4739.39453125
8300,116.0,303.0,58.0,795.0,349.0,252.0,34.0,5.0,0.0,0.0,0.0,0.447701632976532,0.7563217878341675,0.7959597110748291,226.96762084960938,1039.6910400390625,632.0567626953125,1123.908203125,4.134029388427734,4.216404914855957,2755.77587890625,656.7462768554688,928.836181640625,483.2879333496094,2309.283447265625
8310,1233.0,286.0,739.0,1780.0,936.0,1298.0,441.0,677.0,20.0,18.0,8.0,74.6810073852539,94.22166442871094,85.09672546386719,942.0629272460938,3832.54931640625,2232.098876953125,3096.09423828125,65.66728973388672,112.33677673339844,6208.0439453125,2367.3193359375,4564.5224609375,1718.10595703125,5654.43115234375
8320,147.0,281.0,62.0,480.0,679.0,311.0,1027.0,10489.0,623.0,383.0,213.0,1747.9608154296875,2041.4013671875,1798.62353515625,424.9330749511719,1987.2630615234375,1276.21875,1909.2803955078125,445.6099853515625,1653.50244140625,2260.427978515625,1874.0687255859375,3892.52685546875,2224.33984375,3768.298828125
8330,1332.0,25.0,506.0,365.0,489.0,293.0,12.0,2593.0,227.0,146.0,0.0,244.7374725341797,371.5079040527344,366.74951171875,479.0504455566406,2146.68408203125,1169.4859619140625,1218.125,1.4590692520141602,567.3440551757812,1412.6195068359375,513.2872924804688,1683.412353515625,708.0146484375,1367.462158203125
8340,44.0,0.0,0.0,27.0,75.0,7.0,23.0,2574.0,289.0,215.0,0.0,182.0162811279297,319.5133361816406,333.46435546875,27.639625549316406,133.17816162109375,45.0490608215332,193.18202209472656,2.7965493202209473,767.4404907226562,240.021484375,133.80140686035156,632.7334594726562,587.8469848632812,411.8096008300781
8350,201.0,39.0,20.0,22.0,87.0,61.0,532.0,5848.0,672.0,445.0,0.0,461.849609375,803.3782348632812,835.7572021484375,143.31536865234375,733.5289916992188,433.1249084472656,593.6898803710938,64.6854019165039,1760.508056640625,408.95416259765625,788.1281127929688,1677.865966796875,1666.427490234375,1354.380126953125
8360,194.0,547.0,137.0,621.0,472.0,590.0,664.0,2678.0,182.0,98.0,1210.0,471.39306640625,554.712646484375,490.8901062011719,485.7041015625,1975.6297607421875,1371.3316650390625,1748.07958984375,1902.7677001953125,507.1151123046875,2304.75830078125,1512.8140869140625,2767.01220703125,1335.5806884765625,2830.8486328125
8370,62.0,0.0,25.0,5.0,29.0,205.0,91.0,1512.0,141.0,96.0,0.0,109.52056121826172,191.2383270263672,199.237548828125,86.2347640991211,230.4778289794922,128.05966186523438,217.079345703125,11.064608573913574,370.8235778808594,103.35009765625,289.4157409667969,975.0072021484375,421.3169250488281,296.6722412109375
8400,4348.0,363.0,2178.0,1005.0,1113.0,927.0,542.0,10337.0,1137.0,794.0,0.0,838.7645874023438,1381.0994873046875,1408.112548828125,1618.6669921875,7355.85205078125,4097.236328125,3944.568603515625,65.90129089355469,2996.61865234375,4071.44482421875,2113.933349609375,5729.49658203125,3380.0205078125,4712.806640625
8410,68.0,17.0,197.0,5.0,0.0,4.0,12.0,965.0,95.0,77.0,0.0,73.91941833496094,129.35592651367188,134.72218322753906,35.2292594909668,170.3863525390625,86.56657409667969,78.33038330078125,1.4590692520141602,262.41900634765625,72.2304458618164,51.58500289916992,227.70843505859375,202.58482360839844,143.49490356445312
8420,72.0,0.0,36.0,19.0,114.0,6.0,329.0,5739.0,722.0,513.0,0.0,419.4304504394531,739.4039306640625,772.1514892578125,78.9327392578125,433.3177795410156,232.73443603515625,449.0909423828125,40.00281524658203,1914.3443603515625,392.35491943359375,543.2958984375,1443.0179443359375,1619.1492919921875,1107.9613037109375
8430,0.0,123.0,50.0,288.0,274.0,120.0,602.0,7468.0,845.0,575.0,0.0,621.341064453125,1074.21826171875,1114.420654296875,184.3783416748047,931.1661376953125,564.9927368164062,1007.3055419921875,73.19664001464844,2228.85205078125,1423.08154296875,1105.40869140625,2325.6396484375,2195.08056640625,2386.3623046875
8440,64.0,0.0,0.0,9.0,41.0,239.0,60.0,1974.0,313.0,171.0,0.0,133.6932830810547,228.37234497070312,235.93020629882812,92.5626449584961,221.51705932617188,112.37462615966797,250.26043701171875,7.295346260070801,741.6881103515625,143.4980926513672,301.0491638183594,1172.3055419921875,687.080078125,329.27685546875
8450,49.0,20.0,0.0,40.0,78.0,73.0,206.0,2422.0,227.0,194.0,0.0,202.4622802734375,357.7019958496094,373.82879638671875,72.41220092773438,319.71905517578125,191.06857299804688,302.9359436035156,25.04735565185547,664.2202758789062,276.43231201171875,362.9179992675781,851.5365600585938,667.9232177734375,633.2977294921875
8460,0.0,56.0,0.0,83.0,88.0,178.0,202.0,1066.0,98.0,93.0,0.0,79.34578704833984,134.72293090820312,138.9288787841797,100.22042083740234,354.8758850097656,254.2698974609375,338.69244384765625,24.560998916625977,314.8050537109375,348.32659912109375,408.51202392578125,863.84716796875,476.02581787109375,588.80859375
8470,0.0,0.0,0.0,9.0,127.0,90.0,0.0,675.0,53.0,46.0,0.0,51.09076690673828,88.31363677978516,91.59395599365234,49.35169219970703,137.08587646484375,99.51484680175781,158.2363739013672,0.0,150.1869659423828,69.59601593017578,91.7448501586914,477.16217041015625,152.4559783935547,106.79776763916016
8480,171.0,0.0,0.0,4.0,62.0,24.0,14.0,1228.0,115.0,102.0,0.0,85.41804504394531,151.3110809326172,158.2679443359375,53.04530334472656,237.59446716308594,119.11809539794922,158.82789611816406,1.7022473812103271,330.9338684082031,83.72688293457031,76.25894165039062,376.7583923339844,262.01177978515625,174.44683837890625
8490,74.0,0.0,32.0,23.0,35.0,6.0,23.0,621.0,61.0,28.0,0.0,53.7945671081543,95.38311004638672,99.82048034667969,27.982872009277344,140.4171142578125,71.81903076171875,95.63990020751953,2.7965493202209473,137.86883544921875,115.04824829101562,61.83026123046875,179.5408172607422,128.04550170898438,165.76870727539062
8500,132.0,0.0,0.0,4.0,0.0,3.0,1.0,426.0,42.0,35.0,0.0,33.328125,58.97798156738281,61.6927604675293,26.234586715698242,131.7427520751953,55.40336227416992,59.81461715698242,0.12158910185098648,116.93608856201172,38.099891662597656,20.388912200927734,102.76513671875,88.71673583984375,63.70924758911133
8510,2113.0,16.0,1428.0,80.0,561.0,206.0,190.0,325.0,22.0,22.0,0.0,22.711524963378906,38.555633544921875,39.732147216796875,714.6687622070312,3338.97021484375,1982.873046875,1244.208251953125,23.1019287109375,90.31202697753906,295.77191162109375,388.30718994140625,1024.3074951171875,315.8753967285156,477.9361267089844
8520,296.0,46.0,209.0,111.0,147.0,141.0,157.0,2219.0,247.0,214.0,0.0,159.59942626953125,268.08251953125,275.3133239746094,168.54379272460938,730.319091796875,431.85382080078125,492.6928405761719,19.089488983154297,718.8253173828125,510.97125244140625,394.64202880859375,1025.746826171875,736.1138916015625,757.4825439453125
8530,0.0,67.0,0.0,167.0,0.0,288.0,329.0,8452.0,772.0,477.0,0.0,725.3658447265625,1246.76220703125,1290.84912109375,130.05540466308594,449.08526611328125,132.05264282226562,714.438720703125,40.00281524658203,1935.5828857421875,1059.673583984375,919.2575073242188,2803.973876953125,1822.614013671875,1856.6591796875
8540,52.0,509.0,21.0,1805.0,512.0,767.0,434.0,3915.0,447.0,246.0,0.0,386.2666931152344,599.7681884765625,597.9561767578125,470.84393310546875,2060.90380859375,1142.484130859375,2522.31103515625,52.76966857910156,1105.1298828125,6478.9091796875,2118.201171875,3503.835205078125,2213.86376953125,6107.0791015625
8550,1370.0,571.0,483.0,1348.0,1209.0,300.0,491.0,2913.0,226.0,126.0,0.0,219.743896484375,387.9527282714844,405.2958984375,788.808349609375,3900.9716796875,2441.94775390625,2929.62744140625,59.70024871826172,594.887939453125,4837.9296875,1556.232666015625,2299.55859375,1476.496826171875,4744.32666015625
8560,383.0,74.0,22.0,7.0,28.0,5.0,73.0,3861.0,302.0,304.0,0.0,313.87359619140625,536.1947631835938,553.921875,104.97413635253906,525.1680908203125,233.49478149414062,365.37408447265625,8.876004219055176,928.3790893554688,243.92031860351562,216.1280059814453,901.3803100585938,728.147705078125,564.6424560546875
8570,53.0,11.0,0.0,38.0,151.0,8.0,78.0,500.0,19.0,13.0,0.0,34.26661682128906,56.04538345336914,57.686912536621094,52.993438720703125,259.00128173828125,191.2178192138672,202.51754760742188,9.483949661254883,58.21820831298828,160.15478515625,121.81452178955078,236.38507080078125,113.81729125976562,254.9768829345703
8580,104.0,0.0,122.0,2.0,12.0,69.0,19.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,53.49354553222656,196.92613220214844,116.9756851196289,75.86405181884766,76.09498596191406,2.3562262058258057,6.932054042816162,68.09610748291016,213.7285919189453,45.27606964111328,26.74945831298828
8590,318.0,37.0,192.0,66.0,131.0,54.0,657.0,1047.0,115.0,62.0,2274.0,86.48827362060547,150.72589111328125,156.78298950195312,200.86868286132812,1056.171875,745.9794921875,540.0584106445312,3504.1005859375,349.9919128417969,288.32318115234375,762.0073852539062,663.9807739257812,739.6973266601562,1041.7235107421875
8600,332.0,10.0,65.0,117.0,153.0,69.0,1464.0,2011.0,173.0,133.0,0.0,140.43951416015625,226.57298278808594,231.9832000732422,290.0030822753906,1641.18017578125,1233.9052734375,890.836669921875,178.00643920898438,645.7676391601562,519.9339599609375,1633.86865234375,1186.7603759765625,1515.19287109375,2196.701171875
8610,120.0,0.0,0.0,13.0,103.0,63.0,13.0,1977.0,189.0,158.0,0.0,142.5802459716797,252.4268341064453,263.988037109375,61.80525207519531,236.55519104003906,116.96064758300781,223.12469482421875,1.5806583166122437,528.0250854492188,157.53286743164062,134.02682495117188,676.3253784179688,425.6012268066406,289.0270690917969
8620,274.0,10.0,124.0,13.0,80.0,18.0,259.0,3623.0,287.0,236.0,0.0,287.8253173828125,505.69390869140625,527.4711303710938,115.42774963378906,594.8577880859375,327.1891784667969,387.8393249511719,31.4915771484375,825.531005859375,251.17630004882812,404.2393493652344,972.8850708007812,784.2344360351562,759.1242065429688
8630,484.0,0.0,86.0,21.0,85.0,49.0,116.0,1974.0,192.0,146.0,0.0,148.59664916992188,261.90972900390625,273.48858642578125,143.37319946289062,685.9547729492188,363.6743469238281,352.6189880371094,14.10433578491211,527.1448974609375,185.09042358398438,230.57916259765625,658.0607299804688,490.19354248046875,425.5579833984375
8640,112.0,0.0,167.0,3.0,20.0,48.0,0.0,656.0,64.0,54.0,0.0,47.195213317871094,82.64630126953125,86.15691375732422,52.38030242919922,208.48394775390625,109.7038345336914,94.5956039428711,0.0,179.01072692871094,47.718910217285156,58.37989044189453,294.813232421875,152.41795349121094,87.37538146972656
8650,43.0,66.0,45.0,48.0,83.0,64.0,70.0,2505.0,252.0,174.0,0.0,185.8780517578125,329.02618408203125,344.08941650390625,66.6634750366211,271.7008361816406,152.32577514648438,295.29656982421875,8.511237144470215,654.9398803710938,308.8825378417969,229.47494506835938,803.0374145507812,571.1444702148438,515.547119140625
8660,12.0,60.0,0.0,100.0,105.0,87.0,334.0,5010.0,633.0,377.0,0.0,358.7249450683594,633.8392333984375,662.423583984375,97.09873962402344,458.8809509277344,267.78662109375,527.0466918945312,40.61075973510742,1573.63037109375,631.629150390625,624.5684814453125,1516.13037109375,1445.62744140625,1257.31103515625
8670,0.0,0.0,50.0,56.0,246.0,76.0,115.0,3766.0,307.0,174.0,0.0,336.3556213378906,549.9276733398438,565.7060546875,86.25947570800781,352.1649169921875,205.28585815429688,424.423828125,13.982747077941895,743.9575805664062,408.3509521484375,331.451171875,1214.2432861328125,674.23974609375,739.70703125
8680,111.0,13.0,0.0,41.0,46.0,158.0,261.0,3384.0,385.0,283.0,0.0,242.8157501220703,425.1824951171875,442.99365234375,106.3255615234375,416.9473876953125,233.66015625,386.23724365234375,31.734756469726562,1045.7498779296875,334.62799072265625,511.2480773925781,1312.1209716796875,1019.0836181640625,812.6137084960938
8690,68.0,69.0,0.0,60.0,210.0,70.0,919.0,1627.0,88.0,96.0,0.0,234.97117614746094,307.051513671875,287.9737243652344,193.46832275390625,1027.5478515625,813.6985473632812,657.2965087890625,111.74038696289062,393.1023254394531,300.52410888671875,1049.589111328125,962.223388671875,948.00927734375,1384.3365478515625
8700,323.0,25.0,59.0,66.0,114.0,16.0,180.0,4283.0,401.0,351.0,0.0,345.61065673828125,591.6715087890625,611.70703125,119.22137451171875,614.7301025390625,305.9461364746094,468.96453857421875,21.886037826538086,1163.13623046875,472.42413330078125,377.78741455078125,1104.8231201171875,999.8849487304688,902.3466796875
8710,137.0,16.0,0.0,3.0,21.0,2.0,37.0,600.0,56.0,39.0,0.0,39.523773193359375,70.11502075195312,73.3598403930664,38.3194580078125,193.54367065429688,107.22007751464844,104.9477767944336,4.4987969398498535,148.70724487304688,44.532989501953125,60.9053955078125,160.41021728515625,134.6521453857422,121.61322784423828
8720,98.0,0.0,0.0,8.0,0.0,7.0,64.0,611.0,51.0,39.0,0.0,55.568424224853516,98.46261596679688,102.96705627441406,28.141735076904297,148.36456298828125,74.9889907836914,82.50701141357422,7.781702518463135,144.47036743164062,62.488929748535156,94.31639099121094,175.08187866210938,153.73263549804688,167.1114044189453
8730,150.0,27.0,19.0,4.0,34.0,4.0,36.0,1078.0,108.0,78.0,0.0,90.19478607177734,159.73895263671875,167.06317138671875,47.5000114440918,233.8289337158203,122.56423950195312,145.17184448242188,4.3772077560424805,286.63385009765625,75.19316101074219,78.76793670654297,277.804443359375,235.55953979492188,180.7849578857422
8740,200.0,0.0,0.0,6.0,57.0,40.0,0.0,767.0,55.0,46.0,0.0,66.24983978271484,117.20431518554688,122.54358673095703,60.37306213378906,257.0772705078125,128.42494201660156,149.37979125976562,0.0,153.22103881835938,64.43194580078125,58.404991149902344,315.06561279296875,131.4859161376953,109.27978515625
8750,162.0,0.0,15.0,3.0,26.0,6.0,0.0,1071.0,80.0,49.0,0.0,111.63699340820312,182.5458221435547,187.81362915039062,39.00350570678711,188.35153198242188,74.77892303466797,112.04914093017578,0.0,195.6981658935547,71.32888793945312,43.727210998535156,266.5533142089844,146.1820831298828,137.2294158935547
8760,219.0,0.0,42.0,6.0,0.0,5.0,43.0,723.0,72.0,53.0,0.0,53.26748275756836,94.22066497802734,98.51004028320312,51.83697509765625,265.9939880371094,130.62997436523438,113.4635009765625,5.228331565856934,194.9625244140625,61.92872619628906,74.97148132324219,187.22332763671875,174.84999084472656,151.60220336914062
8770,138.0,28.0,0.0,25.0,0.0,6.0,0.0,685.0,58.0,50.0,0.0,62.059600830078125,109.95443725585938,114.98382568359375,33.54534912109375,167.7718505859375,71.4624252319336,105.7228775024414,0.0,163.84031677246094,125.62135314941406,42.454872131347656,168.16937255859375,132.64564514160156,153.7055206298828
8780,260.0,46.0,42.0,125.0,19.0,3.0,14.0,767.0,69.0,50.0,0.0,62.06230163574219,109.1063232421875,113.82928466796875,68.44248962402344,375.87982177734375,177.57594299316406,239.45513916015625,1.7022473812103271,182.263916015625,476.88916015625,113.34046936035156,191.73651123046875,197.67568969726562,464.72186279296875
8790,396.0,0.0,91.0,42.0,0.0,3.0,0.0,788.0,82.0,46.0,0.0,54.6863899230957,96.92982482910156,101.38189697265625,84.28762817382812,436.8273620605469,199.50640869140625,176.49496459960938,0.0,194.18112182617188,190.40365600585938,53.55942916870117,182.06150817871094,160.82119750976562,214.64202880859375
8800,241.0,0.0,43.0,3.0,24.0,3.0,32.0,1146.0,87.0,46.0,0.0,116.68579864501953,188.39682006835938,192.91378784179688,58.987674713134766,297.8402099609375,138.09698486328125,146.56143188476562,3.8908512592315674,205.73471069335938,75.59574890136719,75.95228576660156,283.38311767578125,173.24685668945312,181.66848754882812
8810,347.0,10.0,104.0,82.0,62.0,92.0,17.0,119.0,9.0,5.0,0.0,7.8860859870910645,12.879430770874023,13.234233856201172,116.31523132324219,508.227783203125,274.8564758300781,255.4004364013672,2.067014694213867,23.34676170349121,290.9842834472656,131.36007690429688,332.3753356933594,104.2548828125,267.3628845214844
8820,470.0,0.0,37.0,9.0,39.0,50.0,0.0,391.0,34.0,14.0,0.0,26.726064682006836,47.08928680419922,49.183746337890625,114.42362976074219,524.3731689453125,266.64691162109375,208.4936981201172,0.0,72.81791687011719,53.43882369995117,53.783905029296875,252.23313903808594,78.7280502319336,72.68079376220703
