   inode    jnode  @lanesam  @lanesmd  @lanespm    @vdfam    @vdfmd    @vdfpm   @tollam   @tollmd   @tollpm
  292709   292708         2         2         2        35        35        35         0         0         0
  292709   293702         2         2         2        85        85        85         0         0         0
  292801   292206         1         1         1        35        35        35         0         0         0
  292801   292302         1         1         1        85        85        85         0         0         0
  292801   292803         1         1         1        85        85        85         0         0         0
  292802   292207         1         1         1        85        85        85         0         0         0
  292802   292208         1         1         1        85        85        85         0         0         0
  292802   292803         1         1         1        83        83        83         0         0         0
  292803    29280         1         1         1         1         1         1         0         0         0
  292803   292801         1         1         1        25        25        25         0         0         0
  292803   292802         1         1         1        23        23        23         0         0         0
  292901   292301         1         1         1        85        85        85         0         0         0
  292901   292302         1         1         1        25        25        25         0         0         0
  292901   293003         1         1         1        35        35        35         0         0         0
  292901   293502         1         1         1        25        25        25         0         0         0
  292902   292903         1         1         1        85        85        85         0         0         0
  292902   293003         1         1         1        35        35        35         0         0         0
  292902   293006         1         1         1        85        85        85         0         0         0
  292902   293501         2         2         2        35        35        35         0         0         0
  292903    29290         1         1         1         1         1         1         0         0         0
  292903   292902         1         1         1        35        35        35         0         0         0
  292903   293502         1         1         1        25        25        25         0         0         0
  292904   292302         1         1         1        85        85        85         0         0         0
  292904   292906         1         1         1        85        85        85         0         0         0
  292904   293403         1         1         1        35        35        35         0         0         0
  292905    29350         1         1         1         1         1         1         0         0         0
  292905   293501         2         2         2        35        35        35         0         0         0
  292905   293503         2         2         2        35        35        35         0         0         0
  292906   292904         1         1         1        85        85        85         0         0         0
  292906   293502         1         1         1        25        25        25         0         0         0
  292906   293506         1         1         1        35        35        35         0         0         0
  293001   291908         1         1         1        85        85        85         0         0         0
  293001   292403         1         1         1        35        35        35         0         0         0
  293001   293002         1         1         1        25        25        25         0         0         0
  293001   293004         1         1         1        85        85        85         0         0         0
  293002    29240         1         1         1         1         1         1         0         0         0
  293002   293001         1         1         1        35        35        35         0         0         0
  293002   293003         1         1         1        35        35        35         0         0         0
  293003   292404         1         1         1        35        35        35         0         0         0
  293003   292901         1         1         1        25        25        25         0         0         0
  293003   292902         1         1         1        35        35        35         0         0         0
  293003   293002         1         1         1        25        25        25         0         0         0
  293004   292504         1         1         1        25        25        25         0         0         0
  293004   293001         1         1         1        35        35        35         0         0         0
  293004   293005         1         1         1        85        85        85         0         0         0
  293005   292506         1         1         1        85        85        85         0         0         0
  293005   293004         1         1         1        85        85        85         0         0         0
  293005   293006         1         1         1        85        85        85         0         0         0
  293005   293101         2         2         2        35        35        35         0         0         0
  293006    29300         1         1         1         1         1         1         0         0         0
  293006   292902         1         1         1        35        35        35         0         0         0
  293006   293005         1         1         1        25        25        25         0         0         0
  293101   292610         3         3         3        35        35        35         0         0         0
  293101   293005         2         2         2        85        85        85         0         0         0
  293101   293102         3         3         3        35        35        35         0         0         0
  293101   293103         2         2         2        85        85        85         0         0         0
  293102   293101         3         3         3        35        35        35         0         0         0
  293102   293501         2         2         2        35        35        35         0         0         0
  293103   292612         1         1         1        25        25        25         0         0         0
  293103   293101         2         2         2        35        35        35         0         0         0
  293103   293202         2         2         2        35        35        35         0         0         0
  293105   293107         2         2         2        35        35        35         0         0         0
  293105   293110         1         1         1        85        85        85         0         0         0
  293105   293501         2         2         2        35        35        35         0         0         0
  293105   293504         1         1         1        35        35        35         0         0         0
  293106   293108         1         1         1        33        33        33         0         0         0
  293106   293204         1         1         1        33        33        33         0         0         0
  293107   293105         2         2         2        35        35        35         0         0         0
  293107   293108         1         1         1        33        33        33         0         0         0
  293107   293505         1         1         1        85        85        85         0         0         0
  293107   293514         1         1         1        83        83        83         0         0         0
  293107   293516         1         1         1        85        85        85         0         0         0
  293108   293106         1         1         1        33        33        33         0         0         0
  293108   293107         1         1         1        33        33        33         0         0         0
  293108   293109         1         1         1        35        35        35         0         0         0
  293109    29360         1         1         1         1         1         1         0         0         0
  293109   293108         1         1         1        35        35        35         0         0         0
  293109   293205         1         1         1        33        33        33         0         0         0
  293109   293515         1         1         1        83        83        83         0         0         0
  293109   293802         1         1         1        25        25        25         0         0         0
  293110    29310         1         1         1         1         1         1         0         0         0
  293110   293105         1         1         1        35        35        35         0         0         0
  293110   293202         1         1         1        35        35        35         0         0         0
  293201   292613         1         1         1        85        85        85         0         0         0
  293201   292615         1         1         1        85        85        85         0         0         0
  293201   293505         1         1         1        85        85        85         0         0         0
  293202   292614         1         1         1        25        25        25         0         0         0
  293202   293103         2         2         2        85        85        85         0         0         0
  293202   293110         1         1         1        85        85        85         0         0         0
  293202   293204         2         2         2        35        35        35         0         0         0
  293203    29320         1         1         1         1         1         1         0         0         0
  293203   292616         1         1         1        33        33        33         0         0         0
  293203   293204         1         1         1        33        33        33         0         0         0
  293204   293106         1         1         1        33        33        33         0         0         0
  293204   293202         2         2         2        35        35        35         0         0         0
  293204   293203         1         1         1        33        33        33         0         0         0
  293204   293205         1         1         1        35        35        35         0         0         0
  293205   291603         1         1         1        83        83        83         0         0         0
  293205   293109         1         1         1        33        33        33         0         0         0
  293205   293204         1         1         1        35        35        35         0         0         0
  293301   286502         2         2         2        35        35        35         0         0         0
  293301   286607         2         2         2        35        35        35         0         0         0
  293301   292702         1         1         1        85        85        85         0         0         0
  293301   292707         2         2         2        35        35        35         0         0         0
  293302    29330         1         1         1         1         1         1         0         0         0
  293302   292707         1         1         1        35        35        35         0         0         0
  293302   293709         1         1         1        25        25        25         0         0         0
  293401   293402         2         2         2        85        85        85         0         0         0
  293401   293403         2         2         2        35        35        35         0         0         0
  293402    29340         1         1         1         1         1         1         0         0         0
  293402   293401         2         2         2        35        35        35         0         0         0
  293402   293904         2         2         2        85        85        85         0         0         0
  293403   292904         1         1         1        25        25        25         0         0         0
  293403   293401         2         2         2        35        35        35         0         0         0
  293403   293506         2         2         2        35        35        35         0         0         0
  293403   293801         1         1         1        85        85        85         0         0         0
  293404   292208         2         2         2        85        85        85         0         0         0
  293404   293703         1         1         1        85        85        85         0         0         0
  293404   293708         1         1         1        35        35        35         0         0         0
  293501   292902         2         2         2        35        35        35         0         0         0
  293501   292905         2         2         2        85        85        85         0         0         0
  293501   293102         3         3         3        35        35        35         0         0         0
  293501   293105         2         2         2        35        35        35         0         0         0
  293502   292901         1         1         1        25        25        25         0         0         0
  293502   292903         1         1         1        85        85        85         0         0         0
  293502   292906         1         1         1        25        25        25         0         0         0
  293502   293503         1         1         1        35        35        35         0         0         0
  293503   292905         2         2         2        85        85        85         0         0         0
  293503   293502         1         1         1        25        25        25         0         0         0
  293503   293507         2         2         2        35        35        35         0         0         0
  293503   293508         1         1         1        35        35        35         0         0         0
  293504   293105         1         1         1        35        35        35         0         0         0
  293504   293510         1         1         1        85        85        85         0         0         0
  293505   293107         1         1         1        85        85        85         0         0         0
  293505   293201         1         1         1        85        85        85         0         0         0
  293505   293705         1         1         1        85        85        85         0         0         0
  293506   292906         1         1         1        85        85        85         0         0         0
  293506   293403         2         2         2        35        35        35         0         0         0
  293506   293507         2         2         2        35        35        35         0         0         0
  293507   293503         2         2         2        35        35        35         0         0         0
  293507   293506         2         2         2        35        35        35         0         0         0
  293507   293509         2         2         2        35        35        35         0         0         0
  293508   293503         1         1         1        35        35        35         0         0         0
  293508   293509         1         1         1        35        35        35         0         0         0
  293508   293510         1         1         1        85        85        85         0         0         0
  293509   293507         2         2         2        35        35        35         0         0         0
  293509   293508         1         1         1        35        35        35         0         0         0
  293509   293511         2         2         2        85        85        85         0         0         0
  293510   293504         1         1         1        35        35        35         0         0         0
  293510   293508         1         1         1        35        35        35         0         0         0
  293510   293802         1         1         1        25        25        25         0         0         0
  293511   293509         2         2         2        35        35        35         0         0         0
  293511   293512         2         2         2        35        35        35         0         0         0
  293511   293515         2         2         2        83        83        83         0         0         0
  293512   293511         2         2         2        85        85        85         0         0         0
  293512   293513         2         2         2        85        85        85         0         0         0
  293513   293504         1         1         1        35        35        35         0         0         0
  293513   293512         2         2         2        35        35        35         0         0         0
  293513   293514         1         1         1        83        83        83         0         0         0
  293514   293107         1         1         1        33        33        33         0         0         0
  293514   293513         1         1         1        83        83        83         0         0         0
  293515   293109         1         1         1        33        33        33         0         0         0
  293515   293512         2         2         2        35        35        35         0         0         0
  293515   293514         2         2         2        35        35        35         0         0         0
  293516   293513         1         1         1        85        85        85         0         0         0
  293701   292708         1         1         1        35        35        35         0         0         0
  293701   293704         1         1         1        25        25        25         0         0         0
  293701   293705         1         1         1        85        85        85         0         0         0
  293702   293707         1         1         1        85        85        85         0         0         0
  293702   293708         1         1         1        35        35        35         0         0         0
  293703   292709         2         2         2        35        35        35         0         0         0
  293704    29370         1         1         1         1         1         1         0         0         0
  293704   293701         1         1         1        85        85        85         0         0         0
  293704   293709         1         1         1        25        25        25         0         0         0
  293705   286604         1         1         1        85        85        85         0         0         0
  293705   293505         1         1         1        85        85        85         0         0         0
  293705   293701         1         1         1        85        85        85         0         0         0
  293706   293704         1         1         1        85        85        85         0         0         0
  293706   293901         2         2         2        85        85        85         0         0         0
  293707   293708         1         1         1        35        35        35         0         0         0
  293707   293901         1         1         1        85        85        85         0         0         0
  293708   293404         1         1         1        85        85        85         0         0         0
  293708   293703         1         1         1        85        85        85         0         0         0
  293708   293707         1         1         1        85        85        85         0         0         0
  293708   293904         1         1         1        85        85        85         0         0         0
  293709   293302         1         1         1        85        85        85         0         0         0
  293709   293704         1         1         1        25        25        25         0         0         0
  293709   293710         1         1         1        25        25        25         0         0         0
  293710   287203         1         1         1        84        84        84         0         0         0
  293710   287304         1         1         1        25        25        25         0         0         0
  293710   293709         1         1         1        25        25        25         0         0         0
  293801    29380         1         1         1         1         1         1         0         0         0
  293801   293403         1         1         1        35        35        35         0         0         0
  293801   293802         1         1         1        25        25        25         0         0         0
  293802   293109         1         1         1        35        35        35         0         0         0
  293802   293510         1         1         1        25        25        25         0         0         0
  293802   293801         1         1         1        85        85        85         0         0         0
  293901    29390         1         1         1         1         1         1         0         0         0
  293901   293706         1         1         1        85        85        85         0         0         0
  293901   293707         2         2         2        85        85        85         0         0         0
  293902   287305         1         1         1        85        85        85         0         0         0
  293902   293907         1         1         1        85        85        85         0         0         0
  293903   293902         2         2         2        85        85        85         0         0         0
  293904   293903         2         2         2        85        85        85         0         0         0
  293905   293402         2         2         2        85        85        85         0         0         0
  293906   287305         1         1         1        85        85        85         0         0         0
  293906   293709         1         1         1        25        25        25         0         0         0
  293907   294209         2         2         2        86        86        86         0         0         0
  293908   293706         2         2         2        85        85        85         0         0         0
  293908   293906         1         1         1        85        85        85         0         0         0
  293909   293905         1         1         1        85        85        85         0         0         0
  293909   293908         2         2         2        85        85        85         0         0         0
  294101    29410         1         1         1         1         1         1         0         0         0
  294101   294401         1         1         1        25        25        25         0         0         0
  294101   294403         1         1         1        35        35        35         0         0         0
  294201    29420         1         1         1         1         1         1         0         0         0
  294201   294202         2         2         2        85        85        85         0         0         0
  294202   294205         1         1         1        85        85        85         0         0         0
  294202   294206         2         2         2        45        45        45         0         0         0
  294203   294201         2         2         2        85        85        85         0         0         0
  294204   294203         1         1         1        85        85        85         0         0         0
  294204   294206         2         2         2        45        45        45         0         0         0
  294204   294402         1         1         1        85        85        85         0         0         0
  294205   294206         1         1         1        45        45        45         0         0         0
  294205   294207         1         1         1        85        85        85         0         0         0
  294205   294217         1         1         1        35        35        35         0         0         0
  294206   294203         2         2         2        85        85        85         0         0         0
  294206   294204         1         1         1        85        85        85         0         0         0
  294206   294205         1         1         1        85        85        85         0         0         0
  294206   294207         2         2         2        85        85        85         0         0         0
  294207   294212         2         2         2        85        85        85         0         0         0
  294208   294204         1         1         1        85        85        85         0         0         0
  294208   294206         2         2         2        35        35        35         0         0         0
  294209   294214         1         1         1        85        85        85         0         0         0
  294209   294215         2         2         2        88        88        88         0         0         0
  294210   294215         1         1         1        85        85        85         0         0         0
  294211   294210         1         1         1        85        85        85         0         0         0
  294211   294213         2         2         2        85        85        85         0         0         0
  294211   294407         2         2         2        45        45        45         0         0         0
  294212   294210         1         1         1        85        85        85         0         0         0
  294212   294211         2         2         2        35        35        35         0         0         0
  294213   294208         2         2         2        85        85        85         0         0         0
  294214   294211         1         1         1        35        35        35         0         0         0
  294214   294213         1         1         1        85        85        85         0         0         0
  294215   530803         2         2         2        88        88        88         0         0         0
  294216    53050         1         1         1         1         1         1         0         0         0
  294216   294219         1         1         1        25        25        25         0         0         0
  294217   294205         1         1         1        85        85        85         0         0         0
  294217   294219         1         1         1        85        85        85         0         0         0
  294218   294405         2         2         2        88        88        88         0         0         0
  294218   294407         1         1         1        45        45        45         0         0         0
  294219   294216         1         1         1        85        85        85         0         0         0
  294219   294217         1         1         1        35        35        35         0         0         0
  294219   294504         1         1         1        25        25        25         0         0         0
  294219   530901         1         1         1        85        85        85         0         0         0
  294401   294101         1         1         1        85        85        85         0         0         0
  294401   294402         1         1         1        85        85        85         0         0         0
  294401   294403         1         1         1        35        35        35         0         0         0
  294402    29400         1         1         1         1         1         1         0         0         0
  294402   294204         2         2         2        85        85        85         0         0         0
  294402   294401         1         1         1        85        85        85         0         0         0
  294403   294101         1         1         1        85        85        85         0         0         0
  294403   294401         1         1         1        85        85        85         0         0         0
  294403   294404         1         1         1        25        25        25         0         0         0
  294403   294408         1         1         1        85        85        85         0         0         0
  294404   294403         1         1         1        35        35        35         0         0         0
  294404   294406         1         1         1        85        85        85         0         0         0
  294404   294409         1         1         1        25        25        25         0         0         0
  294405   293909         2         2         2        86        86        86         0         0         0
  294406    29440         1         1         1         1         1         1         0         0         0
  294406   294404         1         1         1        25        25        25         0         0         0
  294406   294501         1         1         1        25        25        25         0         0         0
  294407   294211         2         2         2        35        35        35         0         0         0
  294407   294405         1         1         1        85        85        85         0         0         0
  294407   294501         1         1         1        25        25        25         0         0         0
  294408    29430         1         1         1         1         1         1         0         0         0
  294408   294403         1         1         1        35        35        35         0         0         0
  294408   540101         1         1         1        35        35        35         0         0         0
  294409   294404         1         1         1        25        25        25         0         0         0
  294409   294501         1         1         1        23        23        23         0         0         0
  294409   294505         1         1         1        84        84        84         0         0         0
  294501   294406         1         1         1        85        85        85         0         0         0
  294501   294407         1         1         1        45        45        45         0         0         0
  294501   294409         1         1         1        23        23        23         0         0         0
  294501   294502         1         1         1        35        35        35         0         0         0
  294502   294501         1         1         1        25        25        25         0         0         0
  294502   294503         1         1         1        85        85        85         0         0         0
  294503   294502         1         1         1        35        35        35         0         0         0
  294503   294504         1         1         1        25        25        25         0         0         0
  294503   294505         1         1         1        25        25        25         0         0         0
  294504   294219         1         1         1        25        25        25         0         0         0
  294504   294503         1         1         1        85        85        85         0         0         0
  294504   294507         1         1         1        83        83        83         0         0         0
  294504   530802         1         1         1        85        85        85         0         0         0
  294505    29450         1         1         1         1         1         1         0         0         0
  294505   294409         1         1         1        24        24        24         0         0         0
  294505   294503         1         1         1        25        25        25         0         0         0
  294505   294507         1         1         1        83        83        83         0         0         0
  294506   530801         2         2         2        88        88        88         0         0         0
  294506   530904         2         2         2        88        88        88         0         0         0
  294507   294504         1         1         1        23        23        23         0         0         0
  294507   294505         1         1         1        23        23        23         0         0         0
  294507   531203         1         1         1        83        83        83         0         0         0
  310101   310102         1         1         1        83        83        83         0         0         0
  310101   350301         1         1         1        83        83        83         0         0         0
  310102    31010         1         1         1         1         1         1         0         0         0
  310102   310101         1         1         1        83        83        83         0         0         0
  310102   310104         1         1         1        23        23        23         0         0         0
  310103   310104         1         1         1        85        85        85         0         0         0
  310103   310301         1         1         1        85        85        85         0         0         0
  310103   350401         1         1         1        85        85        85         0         0         0
  310104   310102         1         1         1        83        83        83         0         0         0
  310104   310103         1         1         1        25        25        25         0         0         0
  310104   310401         1         1         1        85        85        85         0         0         0
  310201    31020         1         1         1         1         1         1         0         0         0
  310201   310202         1         1         1        25        25        25         0         0         0
  310201   330701         1         1         1        84        84        84         0         0         0
  310202   310201         1         1         1        85        85        85         0         0         0
  310202   310203         1         1         1        85        85        85         0         0         0
  310202   350506         1         1         1        84        84        84         0         0         0
  310203   310202         1         1         1        25        25        25         0         0         0
  310203   310802         1         1         1        35        35        35         0         0         0
  310203   310804         1         1         1        35        35        35         0         0         0
  310204   310203         1         1         1        35        35        35         0         0         0
  310204   310804         1         1         1        35        35        35         0         0         0
  310204   310805         1         1         1        35        35        35         0         0         0
  310301    31030         1         1         1         1         1         1         0         0         0
  310301   310103         1         1         1        25        25        25         0         0         0
  310401    31040         1         1         1         1         1         1         0         0         0
  310401   310104         1         1         1        85        85        85         0         0         0
  310401   310501         1         1         1        85        85        85         0         0         0
  310401   350505         1         1         1        85        85        85         0         0         0
  310501    31050         1         1         1         1         1         1         0         0         0
  310501   310401         1         1         1        85        85        85         0         0         0
  310501   310502         1         1         1        85        85        85         0         0         0
  310502    31060         1         1         1         1         1         1         0         0         0
  310502   310501         1         1         1        85        85        85         0         0         0
  310502   310901         1         1         1        85        85        85         0         0         0
  310701    31070         1         1         1         1         1         1         0         0         0
  310701   310808         1         1         1        23        23        23         0         0         0
  310801   310802         1         1         1        85        85        85         0         0         0
  310801   310808         1         1         1        85        85        85         0         0         0
  310802   310801         1         1         1        35        35        35         0         0         0
  310802   310803         1         1         1        85        85        85         0         0         0
  310802   310804         1         1         1        35        35        35         0         0         0
  310803   310204         1         1         1        35        35        35         0         0         0
  310803   310806         1         1         1        24        24        24         0         0         0
  310804   310203         1         1         1        85        85        85         0         0         0
  310804   310204         1         1         1        85        85        85         0         0         0
  310804   310802         1         1         1        85        85        85         0         0         0
  310805   310204         1         1         1        85        85        85         0         0         0
  310805   331802         1         1         1        35        35        35         0         0         0
  310806   310803         1         1         1        84        84        84         0         0         0
  310806   310807         1         1         1        83        83        83         0         0         0
  310806   310809         1         1         1        25        25        25         0         0         0
  310807    31080         1         1         1         1         1         1         0         0         0
  310807   310806         1         1         1        23        23        23         0         0         0
  310807   310808         1         1         1        25        25        25         0         0         0
  310808   310701         1         1         1        83        83        83         0         0         0
  310808   310801         1         1         1        35        35        35         0         0         0
  310808   310807         1         1         1        85        85        85         0         0         0
  310808   310809         2         2         2        85        85        85         0         0         0
  310809   310806         1         1         1        25        25        25         0         0         0
  310809   310808         2         2         2        25        25        25         0         0         0
  310809   311801         2         2         2        35        35        35         0         0         0
  310901    31090         1         1         1         1         1         1         0         0         0
  310901   310502         1         1         1        85        85        85         0         0         0
  310901   311801         1         1         1        35        35        35         0         0         0
  311001    31100         1         1         1         1         1         1         0         0         0
  311001   311002         1         1         1        24        24        24         0         0         0
  311001   331801         1         1         1        84        84        84         0         0         0
  311002   311001         1         1         1        84        84        84         0         0         0
  311002   311003         1         1         1        35        35        35         0         0         0
  311002   332901         1         1         1        34        34        34         0         0         0
  311003   311002         1         1         1        25        25        25         0         0         0
  311003   311801         1         1         1        35        35        35         0         0         0
  311003   312001         1         1         1        25        25        25         0         0         0
  311101   311302         0         0         1        48        48        38         0         0         0
  311102    31110         1         1         1         1         1         1         0         0         0
  311102   311202         1         1         1        83        83        83         0         0         0
  311102   312101         1         1         1        85        85        85         0         0         0
  311201   311304         0         0         1        58        58        48         0         0         0
  311202    31120         1         1         1         1         1         1         0         0         0
  311202   311102         1         1         1        23        23        23         0         0         0
  311202   312201         1         1         1        23        23        23         0         0         0
  311301   271608         1         0         0        48        58        58         0         0         0
  311302   271608         1         2         2        58        48        48         0         0         0
  311302   311201         0         0         1        88        88        88         0         0         0
  311302   311301         1         0         0        88        88        88         0         0         0
  311302   311304         3         3         2        36        36        46         0         0         0
  311303   311302         1         0         0        38        48        48         0         0         0
  311304   311302         1         2         2        46        36        36         0         0         0
  311304   311303         1         0         0        88        88        88         0         0         0
  311304   311601         2         2         2        85        85        85         0         0         0
  311305   311304         1         0         0        38        48        48         0         0         0
  311401    31140         1         1         1         1         1         1         0         0         0
  311401    31200         1         1         1         1         1         1         0         0         0
  311401   311904         2         2         2        35        35        35         0         0         0
  311401   312001         2         2         2        85        85        85         0         0         0
  311501    31150         1         1         1         1         1         1         0         0         0
  311501   312001         2         2         2        85        85        85         0         0         0
  311501   332901         2         2         2        35        35        35         0         0         0
  311601   311602         2         2         2        85        85        85         0         0         0
  311601   311603         2         2         2        85        85        85         0         0         0
  311601   312301         2         2         2        45        45        45         0         0         0
  311602   311304         2         3         3        45        35        35         0         0         0
  311602   311305         1         0         0        88        88        88         0         0         0
  311603   311601         2         2         2        25        25        25         0         0         0
  311603   311602         1         1         1        85        85        85         0         0         0
  311603   311605         2         2         2        35        35        35         0         0         0
  311604   311603         1         0         0        85        85        85         0         0         0
  311605   311603         1         1         1        85        85        85         0         0         0
  311605   311604         1         0         0        85        85        85         0         0         0
  311605   311702         2         2         2        35        35        35         0         0         0
  311606   311605         1         0         0        35        45        45         0         0         0
  311607    31160         1         1         1         1         1         1         0         0         0
  311607   311608         2         2         2        35        35        35         0         0         0
