matrices:,mo120,mo121,mo122,mo123,mo124,mo125,mo126,mo127,mo128,mo129,mo130,mo131,mo132,mo133,mo134,mo135,mo136,mo137,mo138,mo139,mo140,mo141,mo142,mo143,mo144,mo145
name:,ga_ensem,gb_ensem,gc_ensem,gd_ensem,ge_ensem,gf_ensem,gg_ensem,gh_ensem,gi_ensem,gj_ensem,gk_ensem,gl_ensem,gm_ensem,gn_ensem,go_ensem,gp_ensem,gq_ensem,gr_ensem,gs_ensem,gt_ensem,gu_ensem,gv_ensem,gw_ensem,gx_ensem,gy_ensem,gz_ensem
description,ga Ensemble Groups,gb Ensemble Groups,gc Ensemble Groups,gd Ensemble Groups,ge Ensemble Groups,gf Ensemble Groups,gg Ensemble Groups,gh Ensemble Groups,gi Ensemble Groups,gj Ensemble Groups,gk Ensemble Groups,gl Ensemble Groups,gm Ensemble Groups,gn Ensemble Groups,go Ensemble Groups,gp Ensemble Groups,gq Ensemble Groups,gr Ensemble Groups,gs Ensemble Groups,gt Ensemble Groups,gu Ensemble Groups,gv Ensemble Groups,gw Ensemble Groups,gx Ensemble Groups,gy Ensemble Groups,gz Ensemble Groups
42230,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5850.0
42240,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5860.0
42250,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5860.0
42260,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5810.0
42270,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5860.0
42280,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5810.0
42290,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5820.0
42300,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5850.0
42310,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5910.0
42320,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5910.0
42330,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5860.0
42340,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5860.0
42350,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5950.0
42360,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5810.0
42370,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5810.0
42380,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5910.0
42390,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5920.0
42400,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5920.0
42410,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5920.0
42420,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5930.0
42430,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5960.0
42440,19.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5940.0
43010,18.0,5.0,0.0,11.0,15.0,11.0,27.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,22.0,0.0,0.0,11.0,112.0,11.0,11.0,0.0,10.0,11.0,5740.0
51010,14.0,3.0,0.0,7.0,15.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6390.0
51020,27.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6000.0
51030,27.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6000.0
51040,27.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6000.0
51050,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6290.0
51060,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6400.0
51070,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6400.0
51080,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6400.0
51090,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6430.0
51100,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6430.0
51110,27.0,3.0,0.0,7.0,15.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,71.0,7.0,7.0,0.0,7.0,7.0,6010.0
51120,27.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6020.0
51130,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6290.0
51140,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6290.0
51150,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6290.0
51160,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6290.0
51170,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6410.0
51180,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6410.0
51190,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6430.0
51200,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6430.0
51210,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6430.0
51220,27.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,71.0,7.0,7.0,0.0,7.0,7.0,6010.0
51230,14.0,3.0,1.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6030.0
51240,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6300.0
51250,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6300.0
51260,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6310.0
51270,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6310.0
51280,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6420.0
51290,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6420.0
51300,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6440.0
51310,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6440.0
51320,14.0,3.0,0.0,7.0,15.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6190.0
51330,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6190.0
51340,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6180.0
51350,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6190.0
51360,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6300.0
51370,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6300.0
51380,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6310.0
51390,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6420.0
51400,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6440.0
51410,14.0,3.0,0.0,7.0,15.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6440.0
51420,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6040.0
51430,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6040.0
51440,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6040.0
51450,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6110.0
51460,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6180.0
51470,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6200.0
51480,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6200.0
51490,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6320.0
51500,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6330.0
51510,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6310.0
51520,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6040.0
51530,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6110.0
51540,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6180.0
51550,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6210.0
51560,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6210.0
51570,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6340.0
51580,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,5.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6350.0
51590,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6360.0
51600,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6370.0
51610,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6040.0
51620,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6040.0
51630,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6370.0
51640,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6050.0
51650,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6120.0
51660,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6120.0
51670,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6220.0
51680,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6220.0
51690,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6230.0
51700,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,72.0,7.0,7.0,0.0,7.0,7.0,6230.0
51710,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6360.0
51720,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6370.0
51730,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6060.0
51740,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6060.0
51750,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6130.0
51760,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6130.0
51770,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6240.0
51780,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6240.0
51790,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6250.0
51800,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6370.0
51810,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6370.0
52010,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6070.0
52020,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6070.0
52030,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6140.0
52040,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6140.0
52050,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6260.0
52060,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6270.0
52070,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6270.0
52080,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6270.0
52090,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6380.0
52100,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6380.0
52110,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6080.0
52120,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6080.0
52130,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6150.0
52140,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6150.0
52150,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6260.0
52160,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6280.0
52170,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6280.0
52180,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6380.0
52190,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6090.0
52200,14.0,3.0,0.0,7.0,15.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,7.0,72.0,7.0,7.0,0.0,7.0,7.0,6100.0
