matrices:,mo120,mo121,mo122,mo123,mo124,mo125,mo126,mo127,mo128,mo129,mo130,mo131,mo132,mo133,mo134,mo135,mo136,mo137,mo138,mo139,mo140,mo141,mo142,mo143,mo144,mo145
name:,ga_ensem,gb_ensem,gc_ensem,gd_ensem,ge_ensem,gf_ensem,gg_ensem,gh_ensem,gi_ensem,gj_ensem,gk_ensem,gl_ensem,gm_ensem,gn_ensem,go_ensem,gp_ensem,gq_ensem,gr_ensem,gs_ensem,gt_ensem,gu_ensem,gv_ensem,gw_ensem,gx_ensem,gy_ensem,gz_ensem
description,ga Ensemble Groups,gb Ensemble Groups,gc Ensemble Groups,gd Ensemble Groups,ge Ensemble Groups,gf Ensemble Groups,gg Ensemble Groups,gh Ensemble Groups,gi Ensemble Groups,gj Ensemble Groups,gk Ensemble Groups,gl Ensemble Groups,gm Ensemble Groups,gn Ensemble Groups,go Ensemble Groups,gp Ensemble Groups,gq Ensemble Groups,gr Ensemble Groups,gs Ensemble Groups,gt Ensemble Groups,gu Ensemble Groups,gv Ensemble Groups,gw Ensemble Groups,gx Ensemble Groups,gy Ensemble Groups,gz Ensemble Groups
13150,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1260.0
13160,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1210.0
13170,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1210.0
13180,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1230.0
13190,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1250.0
13200,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1270.0
13210,3.0,1.0,1.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1240.0
13220,3.0,1.0,1.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1240.0
13230,3.0,1.0,1.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1240.0
13240,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1250.0
13250,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1280.0
13260,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1280.0
13270,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1290.0
13280,3.0,1.0,0.0,2.0,15.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1280.0
13290,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1280.0
13300,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1280.0
13310,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1290.0
13320,3.0,1.0,0.0,2.0,15.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1290.0
13330,3.0,1.0,0.0,2.0,15.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1290.0
14010,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1910.0
14020,2.0,1.0,0.0,1.0,15.0,13.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1150.0
14030,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1910.0
14040,24.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1900.0
21010,6.0,2.0,0.0,21.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2920.0
21020,6.0,2.0,0.0,20.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2900.0
21030,6.0,2.0,0.0,21.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2920.0
21040,6.0,2.0,0.0,20.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2900.0
21050,6.0,2.0,0.0,21.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2920.0
21060,6.0,2.0,0.0,20.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2910.0
21070,6.0,2.0,0.0,20.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2910.0
21080,6.0,2.0,0.0,21.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2920.0
21090,6.0,2.0,0.0,20.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2910.0
21100,6.0,2.0,0.0,21.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2920.0
21110,6.0,2.0,0.0,20.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2910.0
21120,6.0,2.0,0.0,20.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2910.0
21130,6.0,2.0,0.0,20.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2910.0
21140,6.0,2.0,0.0,20.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2910.0
21150,6.0,2.0,0.0,21.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,45.0,24.0,20.0,0.0,3.0,4.0,2920.0
21160,5.0,2.0,0.0,4.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,24.0,4.0,0.0,3.0,4.0,3330.0
22010,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2000.0
22020,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2010.0
22030,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2010.0
22040,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2040.0
22050,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2030.0
22060,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2030.0
22070,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2020.0
22080,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2040.0
22090,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2040.0
22100,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2130.0
22110,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2100.0
22120,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2110.0
22130,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2140.0
22140,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2050.0
22150,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2040.0
22160,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2130.0
22170,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2130.0
22180,4.0,2.0,1.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2120.0
22190,4.0,2.0,1.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2120.0
22200,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2110.0
22210,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2140.0
22220,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2060.0
22230,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2050.0
22240,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2080.0
22250,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2070.0
22260,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2070.0
22270,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2130.0
22280,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2130.0
22290,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2130.0
22300,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2150.0
22310,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2150.0
22320,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2150.0
22330,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2170.0
22340,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2170.0
22350,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,22.0,3.0,0.0,3.0,3.0,2220.0
22360,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2060.0
22370,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2080.0
22380,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2070.0
22390,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2160.0
22400,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2160.0
22410,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2180.0
22420,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2180.0
22430,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2180.0
22440,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2200.0
22450,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,22.0,3.0,0.0,3.0,3.0,2220.0
22460,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,22.0,3.0,0.0,3.0,3.0,2220.0
22470,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,22.0,3.0,0.0,3.0,3.0,2220.0
22480,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,22.0,3.0,0.0,3.0,3.0,2260.0
22490,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2090.0
22500,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2090.0
22510,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2080.0
22520,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2290.0
22530,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2160.0
22540,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2190.0
22550,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2190.0
22560,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2190.0
22570,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2180.0
22580,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2200.0
22590,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2200.0
22600,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2230.0
22610,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2230.0
22620,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,22.0,3.0,0.0,3.0,3.0,2270.0
22630,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2090.0
22640,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2090.0
22650,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2090.0
22660,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2290.0
22670,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2290.0
22680,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2310.0
22690,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2310.0
22700,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2190.0
22710,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2210.0
22720,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2210.0
22730,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2210.0
22740,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2250.0
22750,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2240.0
22760,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2280.0
22770,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2300.0
22780,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2290.0
22790,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2310.0
22800,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2320.0
22810,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2330.0
22820,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2250.0
22830,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2250.0
22840,4.0,2.0,0.0,3.0,15.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,21.0,3.0,0.0,3.0,3.0,2280.0
22850,5.0,2.0,0.0,21.0,15.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,45.0,25.0,4.0,0.0,3.0,4.0,3150.0
