    line   @hdwyam   @hdwymd   @hdwypm
'cf12NA'        30         0         0
'cf12NM'         0        30         0
'cf12NP'         0         0        30
'cf12SA'        30         0         0
'cf12SM'         0        30         0
'cf12SP'         0         0        30
'cf15EA'        60         0         0
'cf15EM'         0        60         0
'cf15EP'         0         0        60
'cf15WA'        60         0         0
'cf15WM'         0        60         0
'cf15WP'         0         0        60
'cf16EA'        30         0         0
'cf16EM'         0        30         0
'cf16EP'         0         0        30
'cf16WA'        30         0         0
'cf16WM'         0        30         0
'cf16WP'         0         0        30
'cf17LA'        60         0         0
'cf17LM'         0        60         0
'cf17LP'         0         0        60
'cf21EA'        60         0         0
'cf21EM'         0        60         0
'cf21EP'         0         0        60
'cf21WA'        60         0         0
'cf21WM'         0        60         0
'cf21WP'         0         0        60
'cf22LA'        30         0         0
'cf22LM'         0        30         0
'cf22LP'         0         0        30
'cf23LA'        60         0         0
'cf23LM'         0        60         0
'cf23LP'         0         0        60
'cf31NA'        15         0         0
'cf31NM'         0        30         0
'cf31NP'         0         0        15
'cf31SA'        15         0         0
'cf31SM'         0        30         0
'cf31SP'         0         0        15
'cf32LA'        25         0         0
'cf32LM'         0        30         0
'cf32LP'         0         0        25
'cf33LA'        25         0         0
'cf33LM'         0        30         0
'cf33LP'         0         0        25
'cf34NA'        25         0         0
'cf34NM'         0        30         0
'cf34NP'         0         0        25
'cf34SA'        25         0         0
'cf34SM'         0        30         0
'cf34SP'         0         0        25
'cf35EA'        30         0         0
'cf35EP'         0         0        30
'cf35WA'        60         0         0
'cf35WP'         0         0        60
'cf66EB'        30        30        30
'cf66WB'        30        30        30
'ch01NA'        20         0         0
'ch01NM'         0        20         0
'ch01NP'         0         0        20
'ch01SA'        20         0         0
'ch01SM'         0        20         0
'ch01SP'         0         0        20
'ch02NA'        60         0         0
'ch02NM'         0        60         0
'ch02NP'         0         0        60
'ch02SA'        60         0         0
'ch02SM'         0        60         0
'ch02SP'         0         0        60
'ch03LA'        30         0         0
'ch03LM'         0        30         0
'ch03LP'         0         0        30
'ch04NA'        60         0         0
'ch04NM'         0        60         0
'ch04NP'         0         0        60
'ch04SA'        60         0         0
'ch04SM'         0        60         0
'ch04SP'         0         0        60
