mat_id,mo120,mo121,mo122,mo123,mo124,mo125,mo126,mo127,mo128,mo129,mo130,mo131,mo132,mo133,mo134,mo135,mo136,mo137,mo138,mo139,mo140,mo141,mo142,mo143,mo144,mo145
mat_name,ga_ensem,gb_ensem,gc_ensem,gd_ensem,ge_ensem,gf_ensem,gg_ensem,gh_ensem,gi_ensem,gj_ensem,gk_ensem,gl_ensem,gm_ensem,gn_ensem,go_ensem,gp_ensem,gq_ensem,gr_ensem,gs_ensem,gt_ensem,gu_ensem,gv_ensem,gw_ensem,gx_ensem,gy_ensem,gz_ensem
mat_desc,ga Ensemble Groups,gb Ensemble Groups,gc Ensemble Groups,gd Ensemble Groups,ge Ensemble Groups,gf Ensemble Groups,gg Ensemble Groups,gh Ensemble Groups,gi Ensemble Groups,gj Ensemble Groups,gk Ensemble Groups,gl Ensemble Groups,gm Ensemble Groups,gn Ensemble Groups,go Ensemble Groups,gp Ensemble Groups,gq Ensemble Groups,gr Ensemble Groups,gs Ensemble Groups,gt Ensemble Groups,gu Ensemble Groups,gv Ensemble Groups,gw Ensemble Groups,gx Ensemble Groups,gy Ensemble Groups,gz Ensemble Groups
TAZ1700,ga,gb,gc,gd,ge,gf,gg,gh,gi,gj,gk,gl,gm,gn,go,gp,gq,gr,gs,gt,gu,gv,gw,gx,gy,gz
51010,14,3,0,7,15,7,5,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6390
51020,27,3,0,7,15,7,27,622,1,0,0,0,118,0,0,0,0,6,2,72,7,7,0,7,7,6000
51030,27,3,0,7,15,7,27,622,1,0,0,0,118,0,0,0,0,6,2,72,7,7,0,7,7,6000
51040,27,3,0,7,15,7,27,622,1,0,0,0,118,0,0,0,0,6,2,72,7,7,0,7,7,6000
51050,14,3,0,7,15,7,12,621,1,0,0,0,119,0,0,5,0,5,7,72,7,7,0,7,7,6290
51060,14,3,0,7,15,7,12,621,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6400
51070,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6400
51080,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6400
51090,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6430
51100,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6430
51110,27,3,0,7,15,7,11,622,1,0,0,0,118,0,0,0,0,0,7,71,7,7,0,7,7,6010
51120,27,3,0,7,15,7,27,622,1,0,0,0,118,0,0,0,0,0,7,72,7,7,0,7,7,6020
51130,14,3,0,7,15,7,12,621,1,0,0,0,119,0,0,5,0,5,7,72,7,7,0,7,7,6290
51140,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,7,72,7,7,0,7,7,6290
51150,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,7,72,7,7,0,7,7,6290
51160,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,7,72,7,7,0,7,7,6290
51170,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6410
51180,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6410
51190,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6430
51200,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6430
51210,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6430
51220,27,3,0,7,15,7,27,622,1,0,0,0,118,0,0,0,0,0,7,71,7,7,0,7,7,6010
51230,14,3,1,7,15,7,27,622,1,0,0,0,118,0,0,0,0,0,7,72,7,7,0,7,7,6030
51240,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,2,72,7,7,0,7,7,6300
51250,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,2,72,7,7,0,7,7,6300
51260,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,7,72,7,7,0,7,7,6310
51270,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,5,0,5,7,72,7,7,0,7,7,6310
51280,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6420
51290,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6420
51300,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6440
51310,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6440
51320,14,3,0,7,15,7,11,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6190
51330,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6190
51340,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6180
51350,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6190
51360,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,2,72,7,7,0,7,7,6300
51370,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,2,72,7,7,0,7,7,6300
51380,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,7,72,7,7,0,7,7,6310
51390,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6420
51400,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6440
51410,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6440
51420,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6040
51430,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6040
51440,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6040
51450,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6110
51460,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6180
51470,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6200
51480,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6200
51490,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,2,72,7,7,0,7,7,6320
51500,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,2,72,7,7,0,7,7,6330
51510,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,5,0,5,7,72,7,7,0,7,7,6310
51520,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6040
51530,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6110
51540,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6180
51550,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6210
51560,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6210
51570,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,2,72,7,7,0,7,7,6340
51580,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,5,2,72,7,7,0,7,7,6350
51590,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6360
51600,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6370
51610,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6040
51620,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6040
51630,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6370
51640,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6050
51650,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6120
51660,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6120
51670,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6220
51680,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6220
51690,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6230
51700,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,2,72,7,7,0,7,7,6230
51710,14,3,0,7,15,7,27,621,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6360
51720,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6370
51730,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6060
51740,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6060
51750,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6130
51760,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6130
51770,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6240
51780,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6240
51790,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,5,0,0,7,72,7,7,0,7,7,6250
51800,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6370
51810,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6370
52010,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6070
52020,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6070
52030,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6140
52040,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6140
52050,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6260
52060,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6270
52070,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6270
52080,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6270
52090,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6380
52100,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6380
52110,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6080
52120,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6080
52130,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6150
52140,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6150
52150,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6260
52160,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6280
52170,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6280
52180,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6380
52190,14,3,0,7,15,7,27,630,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6090
52200,14,3,0,7,15,7,27,630,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6100
52210,14,3,0,7,15,7,27,630,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6160
52220,14,3,0,7,15,7,10,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6170
52230,14,3,0,7,15,7,27,630,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6090
52240,14,3,0,7,15,7,27,630,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6100
52250,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6160
52260,14,3,0,7,15,7,27,622,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6160
52270,14,3,0,7,15,7,27,630,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6160
53010,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6460
53020,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6460
53030,14,3,0,7,15,7,12,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6460
53040,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6460
53050,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6480
53060,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6460
53070,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6480
53080,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6480
53090,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6480
53100,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6460
53110,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6480
53120,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6480
53130,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6470
53140,14,3,0,7,15,7,13,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6470
53150,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6450
53160,14,3,0,7,15,7,13,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6470
53170,14,3,0,7,15,7,13,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6470
53180,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6470
53190,14,3,0,7,15,7,13,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6470
53200,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6470
53210,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,26,0,0,7,72,7,7,0,7,7,6450
53220,14,3,0,7,15,7,27,610,1,0,0,0,119,0,0,0,0,0,7,72,7,7,0,7,7,6470
54010,15,4,0,8,15,7,6,690,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6790
54020,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7010
54030,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7010
54040,15,4,0,8,15,7,6,690,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6790
54050,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7000
54060,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7030
54070,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7030
54080,15,4,0,8,15,8,14,680,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6780
54090,15,4,0,8,15,8,14,680,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6780
54100,15,4,0,8,15,8,14,680,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6780
54110,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7020
54120,15,4,0,8,15,8,14,680,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6780
54130,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7040
54140,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7050
54150,15,4,0,8,15,8,14,680,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6780
54160,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7060
54170,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7070
54180,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6760
54190,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6760
54200,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6800
54210,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7080
54220,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6770
54230,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6710
54240,15,4,0,9,15,9,27,690,1,0,0,0,120,0,0,9,0,0,9,94,9,9,0,8,9,7080
54250,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6710
54260,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6710
54270,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6720
54280,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6720
54290,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6700
54300,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6810
54310,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6740
54320,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,0,0,0,8,83,8,8,0,8,8,6810
54330,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6770
54340,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,6,0,0,8,83,8,8,0,8,8,6770
54350,15,4,0,8,15,8,27,670,1,0,0,0,120,0,0,7,0,0,8,83,8,8,0,8,8,6750
54360,15,4,0,8,15,8,27,670,1,0,0,0,120,0,0,7,0,0,8,83,8,8,0,8,8,6750
54370,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,7,0,0,8,83,8,8,0,8,8,6910
54380,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,7,0,0,8,83,8,8,0,8,8,6940
54390,15,4,0,8,15,8,15,680,1,0,0,0,120,0,0,0,0,0,8,82,8,8,0,8,8,6730
54400,15,4,1,8,15,8,27,680,1,0,0,0,120,0,0,7,0,0,8,83,8,8,0,8,8,6920
54410,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,7,0,0,8,83,8,8,0,8,8,6950
54420,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,0,0,0,2,83,8,8,0,8,8,6900
54430,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,7,0,0,8,83,8,8,0,8,8,6930
54440,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,7,0,0,8,83,8,8,0,8,8,6950
54450,15,4,0,8,15,8,27,680,1,0,0,0,120,0,0,7,0,0,8,83,8,8,0,8,8,6950
61010,16,4,0,9,15,9,16,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7120
61020,16,4,0,9,15,9,16,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7120
61030,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7120
61040,16,4,0,9,15,9,16,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7120
61050,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7220
61060,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7120
61070,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7230
61080,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7240
61090,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7110
61100,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7150
61110,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7170
61120,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7230
61130,16,4,0,9,15,9,16,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7110
61140,16,4,0,9,15,9,16,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7110
61150,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7160
61160,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7160
61170,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7170
61180,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7220
61190,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7230
61200,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7230
61210,16,4,0,9,15,9,16,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7110
61220,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7220
61230,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7240
61240,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7180
61250,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7180
61260,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7250
61270,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7250
61280,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7260
61290,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7260
61300,16,4,0,9,15,9,16,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7110
61310,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7140
61320,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7150
61330,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7330
61340,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7330
61350,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7180
61360,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7180
61370,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7250
61380,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7250
61390,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7250
61400,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7260
61410,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7260
61420,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7110
61430,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7200
61440,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7200
61450,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7270
61460,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7270
61470,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7270
61480,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7290
61490,16,4,1,9,15,9,16,712,1,0,0,0,121,0,0,9,0,0,9,92,9,9,0,9,9,7100
61500,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7110
61510,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7140
61520,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7190
61530,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7290
61540,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7300
61550,16,4,0,9,15,9,27,720,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7300
61560,16,4,1,9,15,9,16,712,1,0,0,0,121,0,0,9,0,0,9,92,9,9,0,9,9,7100
61570,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7210
61580,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7200
61590,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7270
61600,16,4,0,9,15,9,27,711,1,0,0,0,121,0,0,10,0,0,2,93,9,9,0,9,9,7270
61610,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,10,0,0,9,93,9,9,0,9,9,7290
61620,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7130
61630,16,4,0,9,15,9,27,712,1,0,0,0,121,0,0,9,0,0,9,93,9,9,0,9,9,7130
